Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (7)
1|dnialh|19|0:19:58|0:08:46|0|0:08:33|0|0:04:13|0|0:19:58|0|
107|penguinhacker|19|1:06:52|0:01:07|0|0:02:31|0|0:12:05|1|0:51:52|2|
108|competent-mcnultyqw9|19|1:07:02|1:02:02|0|1:01:46|0|0:58:27|0|0:43:15|1|
109|yin-xing-mai-ming-zhu-m|19|1:07:24|0:01:51|0|0:05:14|0|0:27:42|0|0:57:24|2|
110|jiangjinjinyxt|19|1:08:17|0:15:51|0|0:15:43|0|0:30:35|2|0:58:17|0|
111|cjyang1230|19|1:08:20|0:10:27|0|0:10:09|0|0:17:32|1|0:58:20|1|
112|7NTxx-13|19|1:08:48|0:04:24|0|0:04:06|0|0:58:48|1|0:37:36|1|
113|qiye-5|19|1:08:52|0:06:03|0|0:05:45|0|0:24:03|2|0:58:52|0|
114|lizhengyi|19|1:09:02|0:02:29|0|0:08:25|0|0:31:22|0|1:04:02|1|
115|TheRaven|19|1:09:29|0:05:58|0|0:06:13|0|0:42:07|0|1:09:29|0|
116|liouzhou_101|19|1:09:36|0:44:29|0|0:44:21|0|0:59:36|1|0:50:38|1|
117|tmoux|19|1:09:39|0:03:28|0|0:03:10|0|0:23:05|0|0:54:39|3|
118|FreeYourMind|19|1:10:03|0:05:26|0|0:05:21|0|0:37:40|1|1:05:03|0|
119|loodv002|19|1:10:52|0:04:50|0|0:04:43|0|0:35:23|2|1:00:52|0|
120|delphih|19|1:11:03|0:03:43|0|0:03:50|0|0:29:14|3|0:51:03|1|
121|Minori|19|1:11:11|0:03:11|0|0:02:42|0|0:34:24|1|1:01:11|1|
122|pikapika123|19|1:11:23|0:04:03|0|0:03:52|0|0:19:10|1|1:01:23|1|
123|fwfjs|19|1:11:23|0:04:13|0|0:04:22|0|0:24:34|2|0:56:23|1|
124|lazyegg_kwy|19|1:11:29|0:11:58|0|0:11:42|0|0:37:59|1|1:06:29|0|
125|LeonDong1993|19|1:11:32|0:04:55|0|0:04:45|0|0:32:36|1|1:06:32|0|
126|jkchen14|19|1:11:45|0:03:05|0|0:03:30|0|0:35:08|2|0:51:45|2|
127|EigenVec|19|1:11:50|0:34:55|0|0:51:22|1|0:35:47|0|1:01:50|1|
128|nafnil|19|1:12:12|0:04:09|0|0:03:57|0|0:16:04|0|0:57:12|3|
129|Maruzensky|19|1:12:12|0:04:58|0|0:04:23|0|0:23:44|0|1:07:12|1|
130|Kinon|19|1:12:18|0:12:00|0|0:11:18|0|0:29:52|0|1:07:18|1|
131|lucky2024|19|1:12:18|0:04:26|0|0:04:12|0|0:24:26|0|1:07:18|1|
132|ting-ting-28|19|1:12:53|0:16:24|0|0:16:18|1|0:57:53|0|0:45:02|2|
133|Fuquan|19|1:13:07|0:07:39|0|0:06:59|0|0:36:39|1|1:08:07|0|
134|mcy4ever|19|1:13:30|0:06:01|0|0:06:23|0|0:37:26|2|1:03:30|0|
135|topswe|19|1:13:34|0:02:35|0|0:05:13|0|0:33:47|0|1:03:34|2|
136|mymelochan|19|1:13:39|0:09:01|0|0:08:49|0|0:34:51|2|1:03:39|0|
137|20240701.winter_dragon|19|1:13:46|0:02:19|0|0:03:40|0|0:27:18|0|1:03:46|2|
138|thomas-li|19|1:14:06|0:01:44|0|0:04:25|0|0:59:06|3|0:37:04|0|
139|han-zhi-ken-qi|19|1:14:07|0:02:02|0|0:07:02|0|0:23:25|1|0:54:07|3|
140|anujdhillxn|19|1:14:16|0:05:24|0|0:05:13|0|0:35:22|1|1:09:16|0|
141|utkipatel|19|1:14:25|0:05:51|0|0:05:30|0|0:35:35|1|1:09:25|0|
142|scotchtape|19|1:14:26|0:07:43|0|0:07:33|0|0:43:14|1|1:04:26|1|
143|justdoit2|19|1:14:35|0:01:40|0|0:03:59|0|0:14:56|0|0:59:35|3|
144|4dalols|19|1:14:38|0:02:45|0|0:04:35|0|0:19:24|0|1:14:38|0|
145|tonghuikang|19|1:14:40|0:04:15|0|0:04:24|0|0:16:20|0|0:59:40|3|
146|IanISam|19|1:14:41|0:04:40|0|0:04:54|0|1:04:41|2|0:43:17|0|
147|kaiwensun|19|1:14:53|0:02:42|0|0:08:00|0|0:26:28|0|1:14:53|0|
148|MattTheNub|19|1:14:56|0:02:33|0|0:04:04|0|0:32:00|3|0:54:56|1|
149|ywj568-en|19|1:15:04|0:07:24|0|0:06:57|0|0:34:44|1|1:10:04|0|
150|zzczzc004|19|1:15:15|0:03:33|0|0:06:56|0|0:37:57|1|1:05:15|1|
151|mon3ter|19|1:15:21|0:04:17|0|0:04:00|0|0:38:52|0|1:05:21|2|
152|DylanSmith|19|1:15:29|0:01:27|0|0:03:45|0|1:10:29|0|0:50:42|1|
153|hahahiehie|19|1:15:32|0:04:40|0|0:04:30|0|0:30:33|0|1:05:32|2|
154|kilnyy|19|1:15:35|0:02:56|0|0:02:50|0|0:16:54|1|0:50:35|4|
155|traumatized|19|1:16:08|0:04:16|0|0:03:58|0|0:30:07|3|0:51:08|2|
156|shawnxi|19|1:16:13|0:09:33|0|0:10:00|0|0:45:32|0|1:11:13|1|
157|lkvlkvlkv|19|1:16:24|0:02:04|0|0:06:42|0|0:25:31|1|1:01:24|2|
158|dirigibility|19|1:16:25|0:04:45|0|0:04:37|0|0:29:25|0|1:06:25|2|
159|stormsunshine|19|1:16:26|0:47:28|0|0:47:31|0|1:11:26|0|0:51:52|1|
160|USYDLDH|19|1:16:49|0:01:50|0|0:05:10|0|0:19:28|1|1:01:49|2|
161|suzhaoqi|19|1:16:56|0:04:17|0|0:03:59|0|0:33:03|0|1:11:56|1|
162|RemnantMoon|19|1:17:08|0:30:46|0|0:30:50|0|0:33:27|1|0:57:08|3|
163|173734014|19|1:17:17|0:05:12|0|0:05:32|0|0:47:22|2|1:07:17|0|
164|linxrain|19|1:17:24|0:02:46|0|0:27:52|1|0:42:57|0|1:12:24|0|
165|restant|19|1:17:32|0:41:34|0|0:46:23|0|0:55:33|0|1:12:32|1|
166|san-pai-zi-bi-gu|19|1:18:18|0:02:20|0|0:07:02|0|0:32:29|0|1:13:18|1|
167|vassu118|19|1:18:20|0:03:02|0|0:02:52|0|0:58:20|3|0:45:13|1|
168|2499370956|19|1:18:28|0:06:54|0|0:06:39|0|0:37:34|1|1:03:28|2|
169|bharatkhanna29|19|1:18:33|0:07:41|0|0:07:29|1|0:29:16|1|1:03:33|1|
170|regain0001|19|1:18:40|1:02:06|0|1:01:46|0|1:13:40|0|0:47:27|1|
171|afhi|19|1:19:12|0:05:15|0|0:05:00|0|0:26:43|0|1:04:12|3|
172|mewto|19|1:19:32|0:02:22|0|0:05:42|0|0:37:52|2|1:09:32|0|
173|kieray|19|1:19:58|0:02:26|0|0:06:09|0|0:18:22|0|1:04:58|3|
174|mkawa222|19|1:20:12|0:02:25|0|0:06:54|0|0:39:07|1|1:10:12|1|
175|looking_for_swe_internships|19|1:20:42|0:01:38|0|0:04:12|0|0:23:25|1|1:05:42|2|
176|la-er-la|19|1:20:42|0:02:44|0|0:06:35|0|0:26:47|3|0:55:42|2|
177|knarf|19|1:20:53|0:03:24|0|0:02:59|0|0:37:20|1|1:05:53|2|
178|relaxed-yalowzt2|19|1:21:20|0:23:23|0|0:23:27|0|0:43:46|3|1:06:20|0|
179|dragengx|19|1:21:20|0:02:40|0|0:07:44|0|0:34:50|0|1:11:20|2|
180|merry-merry|19|1:21:45|0:44:26|0|0:44:15|0|0:44:06|0|1:11:45|2|
181|DenisGubar|19|1:22:02|0:01:47|0|0:06:33|0|1:12:02|0|0:56:18|2|
182|infallible-i3anach5b9|19|1:22:11|0:02:53|0|0:02:42|0|0:26:52|0|1:07:11|3|
183|tiankonguse|19|1:22:27|0:05:43|0|0:05:54|0|1:17:27|0|1:02:56|1|
184|darrenhp|19|1:22:53|0:10:08|0|0:09:41|0|0:33:24|5|0:57:53|0|
185|ukaguf|19|1:23:22|0:11:17|0|0:10:59|1|0:27:45|0|1:18:22|0|
186|SupervisorMayHap|19|1:23:23|0:03:02|0|0:02:51|0|0:30:25|1|1:08:23|2|
187|0x3f66616e|19|1:23:27|0:05:55|0|0:05:43|0|1:13:27|1|0:42:18|1|
188|xinyster|19|1:23:29|0:04:56|0|0:04:43|0|0:40:51|1|1:13:29|1|
189|flash500|19|1:23:42|0:06:35|0|0:06:31|0|0:23:45|1|1:13:42|1|
190|omipus|19|1:23:48|0:06:21|0|0:06:10|0|0:45:28|1|1:13:48|1|
191|danyongz|19|1:23:55|0:04:07|0|0:11:25|0|0:33:34|0|1:13:55|2|
192|lm105013|19|1:24:04|0:12:33|0|0:10:23|0|0:44:11|2|1:04:04|2|
193|19216801|19|1:24:23|0:06:58|0|0:06:45|0|0:33:05|1|1:14:23|1|
194|pranjalbaranwal334|19|1:24:35|0:22:58|0|0:22:47|1|0:42:11|1|1:14:35|0|
195|Mksiyak|19|1:24:44|0:05:53|0|0:05:40|0|1:24:44|0|1:02:22|0|
196|cyzh|19|1:24:51|0:04:18|0|0:04:22|0|0:32:12|0|1:19:51|1|
197|xiej|19|1:24:58|0:06:17|0|0:06:10|0|0:44:21|1|1:19:58|0|
198|walfy|19|1:25:54|0:05:20|0|0:05:09|0|0:30:23|0|1:20:54|1|
199|lurenhaocu|19|1:26:12|0:16:42|0|0:16:24|0|0:50:40|2|1:16:12|0|
200|balakrishnan_v|19|1:26:21|0:48:01|0|0:47:38|0|1:11:21|0|0:43:29|3|
201|xymabinogi|19|1:26:37|0:02:55|0|0:02:49|0|0:15:49|0|1:11:37|3|
202|dnuj4097|19|1:27:00|0:09:13|0|0:08:55|0|0:39:37|0|1:22:00|1|
203|fatalerror-i|19|1:27:08|0:04:25|0|0:04:09|0|0:25:55|0|1:07:08|4|
204|ufowoqqqo|19|1:27:11|0:07:56|0|0:11:17|0|0:52:56|0|1:17:11|2|
205|user3488Hj|19|1:27:17|0:02:16|0|0:05:58|0|1:12:17|1|1:00:47|2|
206|Pisces311|19|1:27:21|0:04:07|0|0:03:52|0|0:29:55|0|1:22:21|1|
207|xmty777|19|1:27:28|0:07:12|0|0:06:59|1|0:35:15|1|1:12:28|1|
208|yoochun|19|1:27:34|0:13:45|0|0:13:25|0|0:37:27|0|1:22:34|1|
209|YnotBBetter|19|1:27:43|0:05:58|0|0:05:49|0|0:51:54|0|1:27:43|0|
210|mhmakelvin|19|1:27:47|0:02:51|0|0:15:14|1|0:26:23|1|1:07:47|2|
211|ding-4e|19|1:27:56|0:19:10|0|0:18:46|0|0:14:28|1|1:02:56|4|
212|craig04kt|19|1:27:58|0:02:44|0|0:09:27|0|0:45:44|0|1:27:58|0|
213|FransV|19|1:27:59|0:01:56|0|0:06:04|0|0:23:25|1|1:17:59|1|
214|kevin20040521zkc|19|1:28:10|0:02:08|0|0:08:06|0|0:34:37|1|1:13:10|2|
215|meyi|19|1:28:14|0:04:19|0|0:04:14|0|0:30:22|0|1:18:14|2|
216|gelu-h|19|1:28:23|0:02:50|0|0:07:54|0|0:32:16|1|1:23:23|0|
217|zzjjbb|19|1:28:46|0:11:08|0|0:10:50|0|0:38:29|0|1:23:46|1|
218|Ootori|19|1:28:46|0:12:37|0|0:13:37|1|0:40:19|0|1:23:46|0|
219|singlapriyanka013|19|1:29:15|0:05:05|0|0:05:45|0|1:14:15|1|0:52:43|2|
220|clonemaasterUwU|19|1:29:37|0:04:18|0|0:04:02|1|1:09:37|2|0:46:10|1|
221|flashmt|19|1:30:10|0:02:43|0|0:02:25|0|0:36:49|2|1:15:10|1|
222|qw4953|19|1:30:24|0:08:11|0|0:08:26|0|0:51:23|2|1:15:24|1|
223|NewbieHMT|19|1:30:36|0:04:00|0|0:03:48|0|0:46:17|2|1:20:36|0|
224|bobby_chen|19|1:30:44|0:04:38|0|0:04:46|0|0:35:56|1|1:05:44|4|
225|Leminspector|19|1:31:06|0:05:42|1|0:05:50|0|0:45:41|3|1:06:06|1|
226|Ma_Lin|19|1:31:07|0:01:43|0|0:04:05|0|0:38:49|2|1:16:07|1|
227|sohelH|19|1:31:09|0:04:37|0|0:03:55|0|1:26:09|0|0:51:20|1|
228|xil899|19|1:31:25|0:01:44|0|0:04:23|0|0:44:00|0|1:26:25|1|
229|taoz-kc|19|1:31:32|0:05:24|0|0:05:17|0|0:37:23|1|1:16:32|2|
230|jyf111|19|1:31:35|0:01:59|0|0:05:01|0|0:34:18|1|1:16:35|2|
231|spencereir|19|1:31:57|0:01:16|1|0:05:15|1|0:40:13|4|0:41:57|4|
232|wxy9018|19|1:31:57|0:01:42|0|0:05:43|0|0:29:10|2|1:11:57|2|
233|Chalkydoge|19|1:32:00|0:04:04|0|0:03:54|0|1:17:00|2|1:11:23|1|
234|seedjyh|19|1:32:16|0:03:47|0|0:03:40|0|0:36:29|1|1:22:16|1|
235|krism_lsy|19|1:32:29|0:07:33|0|0:07:24|0|0:52:51|1|1:27:29|0|
236|edcedc|19|1:32:32|0:13:57|0|0:13:47|0|0:59:33|1|1:22:32|1|
237|zhtt0-2|19|1:32:55|0:03:52|0|0:09:45|0|0:38:03|1|1:17:55|2|
238|QTP|19|1:33:03|0:04:04|0|0:11:01|0|0:55:52|1|1:28:03|0|
239|vominhtriet02|19|1:33:16|0:08:46|1|0:08:51|0|0:34:56|1|1:23:16|0|
240|Decision|19|1:33:28|1:28:28|0|1:28:11|1|1:27:37|0|1:27:27|0|
241|Deimvis|19|1:33:40|0:02:03|0|0:05:08|0|0:38:04|3|1:08:40|2|
242|Tanguilol|19|1:34:08|0:02:17|0|1:29:08|0|0:37:47|0|1:14:41|1|
243|Marmaduke|19|1:34:13|0:04:00|0|0:03:37|0|0:58:51|1|1:24:13|1|
244|sumy7|19|1:34:16|0:02:50|0|0:20:29|0|0:53:27|0|1:29:16|1|
245|chinakevin2023|19|1:34:28|0:07:09|1|0:07:14|0|0:49:13|2|1:14:28|1|
246|cuiaoxiang|19|1:35:11|0:02:39|0|0:02:27|0|0:16:07|1|1:15:11|3|
247|jianzuan|19|1:35:18|0:04:31|0|0:03:23|0|0:36:59|2|1:25:18|0|
248|silencea|19|1:35:23|0:02:02|0|0:11:50|0|0:43:47|2|1:10:23|3|
249|ding-fei-5|19|1:35:56|0:03:46|0|0:03:57|0|1:20:56|1|1:15:38|2|
250|KyouMoKawaii|19|1:36:04|0:02:06|0|0:06:27|0|1:01:04|6|0:32:54|1|
251|liuliangcan|19|1:36:06|0:21:15|0|0:21:24|0|1:11:06|2|0:49:51|3|
252|shangzhq007|19|1:36:08|0:02:54|0|0:02:40|0|0:39:12|1|1:16:08|3|
253|G1GC|19|1:36:25|0:01:54|0|0:05:41|0|0:41:55|4|1:11:25|1|
254|ahimawan|19|1:36:47|0:11:57|0|0:11:38|0|0:54:23|2|1:26:47|0|
255|dongli-_-|19|1:36:49|0:05:59|0|0:05:46|0|0:51:03|2|1:21:49|1|
256|kzyKT|19|1:37:02|0:03:36|0|0:03:02|0|0:54:52|1|1:22:02|2|
257|danielchandg|19|1:37:13|0:04:29|0|0:04:20|0|0:20:24|1|1:12:13|4|
258|lost-temple-2|19|1:37:22|0:03:51|0|0:03:32|0|0:40:28|1|1:27:22|1|
259|ye-lai-feng-xie-yi-ming-lang-4|19|1:37:24|0:09:14|0|0:08:43|0|0:32:51|0|1:22:24|3|
260|zunyiliu|19|1:37:27|0:12:40|0|0:12:25|0|0:45:08|1|1:27:27|1|
261|ruiaikete|19|1:37:30|1:07:30|0|0:45:12|0|1:07:04|2|1:01:10|4|
262|vinson-k|19|1:37:32|0:10:03|0|0:09:55|1|0:43:45|1|1:27:32|0|
263|chenreddy0207|19|1:37:35|0:04:44|0|0:04:14|0|0:30:42|0|1:27:35|2|
264|jumble24m|19|1:37:37|0:16:40|0|0:18:51|0|0:58:05|2|1:27:37|0|
265|Remineva|19|1:37:39|0:01:37|0|0:05:47|0|0:40:58|1|1:17:39|3|
266|alastian|19|1:37:45|0:09:36|0|0:09:26|0|0:36:13|2|1:27:45|0|
267|wengh|19|1:37:51|0:01:32|0|0:06:02|0|0:19:41|0|1:22:51|3|
268|han3000|19|1:37:56|0:03:57|0|0:03:50|0|0:16:10|1|1:17:56|3|
269|Animmah|19|1:38:03|0:03:06|0|0:04:17|0|0:30:22|0|1:23:03|3|
270|jwolf20|19|1:38:18|0:03:55|0|0:04:02|0|0:44:14|2|1:18:18|2|
271|hayoungsong0_0|19|1:38:24|0:04:17|0|0:04:23|0|0:19:09|1|1:13:24|4|
272|Yuh_03|19|1:38:24|0:03:52|0|0:08:56|0|0:37:33|1|1:23:24|2|
273|long-brogia|19|1:38:34|0:08:13|0|0:08:27|0|0:37:47|2|1:23:34|1|
274|socrates1232|19|1:39:04|0:03:45|0|0:04:09|0|1:01:09|1|1:29:04|1|
275|ocavue|19|1:39:07|0:07:42|0|0:07:33|0|1:24:07|2|1:07:15|1|
276|BERNARB01|19|1:39:15|0:03:34|0|0:03:25|0|1:14:15|5|0:37:29|0|
277|Nntraveler|19|1:39:16|0:04:41|0|0:05:01|0|0:28:50|1|1:19:16|3|
278|JJZin|19|1:39:22|0:01:44|1|0:04:54|0|0:35:34|5|1:04:22|1|
