Rank Name Score Finish Time Q1 (3) Q2 (5) Q3 (7) Q4 (3)
80|fancz2002|13|3:09:52|0:28:01|0|-1|-1|1:02:37|4|2:09:52|2|
81|LiQuanlai|12|2:01:30|-1|-1|1:41:30|2|0:24:28|0|-1|-1|
82|tinylic|12|2:13:23|-1|-1|1:04:46|4|1:23:23|1|-1|-1|
83|ibmtp380|12|2:53:17|-1|-1|2:13:17|3|0:54:46|1|-1|-1|
84|busydog|12|3:17:45|-1|-1|2:07:45|4|0:40:54|3|-1|-1|
85|wcwswswws|12|5:12:22|-1|-1|2:02:22|18|0:20:39|1|-1|-1|
86|perfectcamel|10|0:15:14|0:05:35|0|-1|-1|0:15:14|0|-1|-1|
87|ra1den|10|0:15:16|0:15:16|0|-1|-1|0:04:11|0|-1|-1|
88|cizhen|10|0:15:59|0:07:37|0|-1|-1|0:15:59|0|-1|-1|
89|lol0lol|10|0:16:00|0:05:56|0|-1|-1|0:16:00|0|-1|-1|
90|yliang|10|0:19:07|0:10:24|0|-1|-1|0:19:07|0|-1|-1|
91|jariasf|10|0:21:07|0:08:59|0|-1|-1|0:21:07|0|-1|-1|
92|vasudevkarthik|10|0:21:43|0:21:43|0|-1|-1|0:11:36|0|-1|-1|
93|sensir|10|0:21:53|0:05:26|0|-1|-1|0:21:53|0|-1|-1|
94|Helly0000|10|0:21:59|0:13:04|0|-1|-1|0:21:59|0|-1|-1|
95|louisgb|10|0:21:59|0:09:27|0|-1|-1|0:21:59|0|-1|-1|
96|wrbuaa2005|10|0:22:29|0:07:59|0|-1|-1|0:22:29|0|-1|-1|
97|immortalCockroach|10|0:22:31|0:08:53|0|-1|-1|0:22:31|0|-1|-1|
98|Mirando|10|0:23:05|0:19:24|0|-1|-1|0:23:05|0|-1|-1|
99|ACQuester|10|0:23:12|0:15:37|0|-1|-1|0:23:12|0|-1|-1|
100|hunan604|10|0:23:57|0:09:01|0|-1|-1|0:23:57|0|-1|-1|
101|szp14|10|0:24:36|0:09:16|0|-1|-1|0:24:36|0|-1|-1|
102|donnod|10|0:24:41|0:04:33|0|-1|-1|0:14:41|1|-1|-1|
103|hbtirishabh|10|0:24:51|0:15:37|0|-1|-1|0:24:51|0|-1|-1|
104|w93163red|10|0:25:06|0:08:07|0|-1|-1|0:15:06|1|-1|-1|
105|Arsenal_Byr|10|0:26:03|0:11:35|0|-1|-1|0:26:03|0|-1|-1|
106|daiweidavid1|10|0:26:13|0:07:36|0|-1|-1|0:26:13|0|-1|-1|
107|sw84|10|0:27:00|0:06:02|0|-1|-1|0:17:00|1|-1|-1|
108|danzhutest|10|0:27:17|0:18:30|0|-1|-1|0:27:17|0|-1|-1|
109|chase1st|10|0:28:25|0:09:24|0|-1|-1|0:28:25|0|-1|-1|
110|WaterHuang|10|0:28:58|0:09:43|0|-1|-1|0:28:58|0|-1|-1|
111|pankajmore|10|0:29:12|0:22:11|0|-1|-1|0:29:12|0|-1|-1|
112|janak1710|10|0:29:18|0:16:20|0|-1|-1|0:29:18|0|-1|-1|
113|letscodefromhyd|10|0:29:37|0:09:14|0|-1|-1|0:19:37|1|-1|-1|
114|EnderZ|10|0:29:52|0:19:53|0|-1|-1|0:29:52|0|-1|-1|
115|Sariabell|10|0:30:03|0:08:45|0|-1|-1|0:20:03|1|-1|-1|
116|bks2009|10|0:30:32|0:07:20|0|-1|-1|0:30:32|0|-1|-1|
117|ultmaster|10|0:30:32|0:09:13|0|-1|-1|0:30:32|0|-1|-1|
118|Raywzy|10|0:30:48|0:06:24|0|-1|-1|0:20:48|1|-1|-1|
119|szhongren|10|0:31:28|0:11:24|0|-1|-1|0:21:28|1|-1|-1|
120|ramya9|10|0:31:41|0:09:53|0|-1|-1|0:31:41|0|-1|-1|
121|pooja_kanchan@hotmail.com|10|0:31:55|0:08:52|0|-1|-1|0:21:55|1|-1|-1|
122|adrianfuxingluan|10|0:32:19|0:07:17|0|-1|-1|0:32:19|0|-1|-1|
123|henrybai|10|0:33:17|0:11:15|0|-1|-1|0:33:17|0|-1|-1|
124|wangshiyuan234|10|0:33:30|0:17:33|0|-1|-1|0:33:30|0|-1|-1|
125|JieJackyZhang|10|0:34:10|0:21:35|0|-1|-1|0:34:10|0|-1|-1|
126|pipo|10|0:34:33|0:34:33|0|-1|-1|0:09:41|0|-1|-1|
127|piy9|10|0:35:40|0:35:40|0|-1|-1|0:20:11|0|-1|-1|
128|aswinsiva|10|0:35:55|0:23:20|0|-1|-1|0:35:55|0|-1|-1|
129|sagar30|10|0:36:10|0:23:21|0|-1|-1|0:36:10|0|-1|-1|
130|mengdiwang|10|0:36:38|0:36:38|0|-1|-1|0:14:29|0|-1|-1|
131|chillmax|10|0:36:46|0:24:09|0|-1|-1|0:36:46|0|-1|-1|
132|mi2307|10|0:36:48|0:36:48|0|-1|-1|0:10:16|0|-1|-1|
133|Cesar|10|0:37:02|0:17:23|0|-1|-1|0:37:02|0|-1|-1|
134|xfcherish|10|0:38:11|0:07:11|0|-1|-1|0:28:11|1|-1|-1|
135|winterwheat|10|0:38:13|0:13:14|0|-1|-1|0:28:13|1|-1|-1|
136|dehua2|10|0:38:55|0:24:20|0|-1|-1|0:38:55|0|-1|-1|
137|ipt|10|0:38:59|0:08:25|0|-1|-1|0:38:59|0|-1|-1|
138|flpeacs|10|0:39:06|0:06:10|0|-1|-1|0:19:06|2|-1|-1|
139|fun4LeetCode|10|0:39:20|0:08:26|0|-1|-1|0:39:20|0|-1|-1|
140|zhouxin913|10|0:39:31|0:13:02|0|-1|-1|0:29:31|1|-1|-1|
141|yumebou|10|0:39:53|0:20:10|0|-1|-1|0:39:53|0|-1|-1|
142|70664914|10|0:39:56|0:14:57|0|-1|-1|0:29:56|1|-1|-1|
143|llyou|10|0:40:03|0:09:25|0|-1|-1|0:40:03|0|-1|-1|
144|twangal|10|0:40:08|0:08:26|0|-1|-1|0:30:08|1|-1|-1|
145|harveyang|10|0:40:13|0:20:54|0|-1|-1|0:40:13|0|-1|-1|
146|gilbertwang0159|10|0:40:54|0:13:02|0|-1|-1|0:30:54|1|-1|-1|
147|gjohnson6|10|0:41:00|0:11:45|0|-1|-1|0:41:00|0|-1|-1|
148|yangluphil|10|0:41:16|0:09:38|0|-1|-1|0:31:16|1|-1|-1|
149|chenchen2|10|0:41:18|0:14:51|0|-1|-1|0:41:18|0|-1|-1|
150|aaaaaqi5|10|0:41:31|0:21:44|0|-1|-1|0:41:31|0|-1|-1|
151|weiyang4|10|0:42:50|0:19:21|0|-1|-1|0:32:50|1|-1|-1|
152|haifengc|10|0:43:30|0:09:17|0|-1|-1|0:33:30|1|-1|-1|
153|navid|10|0:43:50|0:08:43|0|-1|-1|0:43:50|0|-1|-1|
154|sergey12|10|0:44:11|0:20:22|0|-1|-1|0:44:11|0|-1|-1|
155|nnguy101|10|0:44:15|0:21:44|0|-1|-1|0:34:15|1|-1|-1|
156|ygongdev|10|0:44:50|0:30:49|0|-1|-1|0:44:50|0|-1|-1|
157|wq1992|10|0:44:54|0:31:25|0|-1|-1|0:44:54|0|-1|-1|
158|lanyunzhang|10|0:45:04|0:45:04|0|-1|-1|0:20:16|0|-1|-1|
159|fish444556|10|0:45:10|0:13:26|0|-1|-1|0:35:10|1|-1|-1|
160|binarypanda|10|0:45:34|0:45:34|0|-1|-1|0:40:40|0|-1|-1|
161|NerdyCoder|10|0:45:36|0:05:53|0|-1|-1|0:45:36|0|-1|-1|
162|whus6207|10|0:46:32|0:20:42|0|-1|-1|0:46:32|0|-1|-1|
163|ed12al|10|0:46:46|0:10:43|0|-1|-1|0:26:46|2|-1|-1|
164|zornlemma|10|0:47:05|0:17:29|0|-1|-1|0:47:05|0|-1|-1|
165|gakki10086|10|0:47:14|0:38:47|0|-1|-1|0:47:14|0|-1|-1|
166|gaoy|10|0:48:20|0:34:11|0|-1|-1|0:48:20|0|-1|-1|
167|xuyirui|10|0:48:25|0:13:07|0|-1|-1|0:38:25|1|-1|-1|
168|srinivasa.srikanth@gmail.com|10|0:48:55|0:18:23|0|-1|-1|0:48:55|0|-1|-1|
169|Hexadecimal|10|0:49:23|0:49:23|0|-1|-1|0:18:08|0|-1|-1|
170|wgl|10|0:49:25|0:13:37|0|-1|-1|0:49:25|0|-1|-1|
171|pkgub|10|0:49:28|0:19:07|0|-1|-1|0:49:28|0|-1|-1|
172|kimixuchen|10|0:49:44|0:08:54|0|-1|-1|0:39:44|1|-1|-1|
173|InterMB|10|0:50:05|0:17:31|0|-1|-1|0:40:05|1|-1|-1|
174|zizhengwu|10|0:50:08|0:50:08|0|-1|-1|0:23:45|0|-1|-1|
175|Irving_cl|10|0:50:08|0:13:41|0|-1|-1|0:40:08|1|-1|-1|
176|moudixtc|10|0:50:27|0:09:48|0|-1|-1|0:40:27|1|-1|-1|
177|fishball|10|0:50:31|0:06:49|0|-1|-1|0:30:31|2|-1|-1|
178|Mxxx|10|0:50:32|0:17:41|0|-1|-1|0:50:32|0|-1|-1|
179|zm5dy|10|0:50:34|0:26:12|0|-1|-1|0:50:34|0|-1|-1|
180|melon123|10|0:51:05|0:29:29|0|-1|-1|0:51:05|0|-1|-1|
181|zhangsl16|10|0:52:41|0:07:24|0|-1|-1|0:52:41|0|-1|-1|
182|niet|10|0:52:42|0:17:40|0|-1|-1|0:52:42|0|-1|-1|
183|lguodongustc|10|0:52:52|0:11:54|0|-1|-1|0:42:52|1|-1|-1|
184|zhuoliang2|10|0:52:56|0:24:11|0|-1|-1|0:52:56|0|-1|-1|
185|Sin27|10|0:53:01|0:16:15|0|-1|-1|0:43:01|1|-1|-1|
186|rongrong118|10|0:53:20|0:43:20|0|-1|-1|0:40:13|1|-1|-1|
187|aronsync|10|0:53:24|0:43:24|1|-1|-1|0:14:31|0|-1|-1|
188|DonaldTrump|10|0:53:29|0:21:25|0|-1|-1|0:43:29|1|-1|-1|
189|Anana|10|0:53:31|0:39:58|0|-1|-1|0:53:31|0|-1|-1|
190|cintata|10|0:53:40|0:13:01|0|-1|-1|0:43:40|1|-1|-1|
191|Johnny9L|10|0:53:52|0:13:27|0|-1|-1|0:53:52|0|-1|-1|
192|jjerryli|10|0:54:39|0:20:36|0|-1|-1|0:34:39|2|-1|-1|
193|zhanzq|10|0:54:51|0:11:13|0|-1|-1|0:44:51|1|-1|-1|
194|cmps|10|0:54:52|0:15:14|0|-1|-1|0:44:52|1|-1|-1|
195|ZhongxiangDu|10|0:55:25|0:15:09|0|-1|-1|0:45:25|1|-1|-1|
196|bcd_dbc|10|0:56:01|0:16:21|0|-1|-1|0:36:01|2|-1|-1|
197|akhil2906|10|0:56:19|0:20:58|0|-1|-1|0:56:19|0|-1|-1|
198|wangyipeng123|10|0:57:20|0:12:57|0|-1|-1|0:47:20|1|-1|-1|
199|yzj1212|10|0:57:30|0:16:25|0|-1|-1|0:47:30|1|-1|-1|
200|qzzmoney|10|0:57:32|0:10:58|0|-1|-1|0:47:32|1|-1|-1|
201|leeylf|10|0:57:36|0:07:02|0|-1|-1|0:37:36|2|-1|-1|
202|johnsondu2|10|0:57:37|0:10:04|0|-1|-1|0:37:37|2|-1|-1|
203|mcgg|10|0:57:38|0:26:08|0|-1|-1|0:57:38|0|-1|-1|
204|gayabdb|10|0:57:50|0:47:50|0|-1|-1|0:20:11|1|-1|-1|
205|xiyaoxin|10|0:58:01|0:47:10|0|-1|-1|0:58:01|0|-1|-1|
206|qwnjc|10|0:58:07|0:18:48|0|-1|-1|0:48:07|1|-1|-1|
207|metalsolid1|10|0:58:21|0:41:19|0|-1|-1|0:58:21|0|-1|-1|
208|pxk5958|10|0:59:17|0:08:16|0|-1|-1|0:59:17|0|-1|-1|
209|sodhanipranav|10|0:59:21|0:36:33|1|-1|-1|0:49:21|0|-1|-1|
210|lokeshagrawal|10|1:00:38|0:33:39|0|-1|-1|0:50:38|1|-1|-1|
211|tangaowei|10|1:00:39|0:20:39|0|-1|-1|1:00:39|0|-1|-1|
212|zijwang|10|1:01:06|0:10:20|0|-1|-1|0:51:06|1|-1|-1|
213|abikurven|10|1:01:30|0:25:32|0|-1|-1|1:01:30|0|-1|-1|
214|hermanliang|10|1:01:35|0:20:10|0|-1|-1|0:51:35|1|-1|-1|
215|stevenek|10|1:01:49|0:51:49|1|-1|-1|0:41:05|0|-1|-1|
216|kweezy|10|1:01:57|0:03:59|0|-1|-1|0:21:57|4|-1|-1|
217|RogerLI|10|1:02:03|0:42:03|0|-1|-1|0:35:38|2|-1|-1|
218|chelseaju|10|1:02:04|0:51:07|0|-1|-1|1:02:04|0|-1|-1|
219|ninjaVic|10|1:02:08|0:11:25|0|-1|-1|1:02:08|0|-1|-1|
220|buddhika|10|1:02:36|0:36:17|0|-1|-1|1:02:36|0|-1|-1|
221|amitabh4000|10|1:02:57|0:21:59|0|-1|-1|1:02:57|0|-1|-1|
222|legendecas|10|1:02:59|0:21:20|0|-1|-1|0:42:59|2|-1|-1|
223|HenryLinTW|10|1:03:22|0:24:59|0|-1|-1|0:53:22|1|-1|-1|
224|Ipeq1|10|1:03:57|0:53:57|0|-1|-1|0:22:21|1|-1|-1|
225|jc0|10|1:04:04|0:11:58|0|-1|-1|0:54:04|1|-1|-1|
226|sarthak14|10|1:04:04|0:16:50|0|-1|-1|1:04:04|0|-1|-1|
227|Manashi|10|1:04:18|0:23:29|0|-1|-1|1:04:18|0|-1|-1|
228|yuejn93|10|1:04:32|0:14:20|0|-1|-1|1:04:32|0|-1|-1|
229|jcoves|10|1:06:07|0:07:38|0|-1|-1|0:56:07|1|-1|-1|
230|Tsunami_lj|10|1:06:30|0:36:54|0|-1|-1|1:06:30|0|-1|-1|
231|sachdevs|10|1:07:20|0:17:48|1|-1|-1|0:47:20|1|-1|-1|
232|xuan18|10|1:07:28|0:02:54|0|-1|-1|0:57:28|1|-1|-1|
233|Shiva08|10|1:07:30|1:07:30|0|-1|-1|1:00:42|0|-1|-1|
234|kiven|10|1:07:50|0:11:51|0|-1|-1|1:07:50|0|-1|-1|
235|ayzmkk|10|1:08:01|0:29:04|0|-1|-1|1:08:01|0|-1|-1|
236|boyangzhang|10|1:08:40|0:17:42|0|-1|-1|1:08:40|0|-1|-1|
237|Samuri|10|1:09:16|0:07:43|0|-1|-1|0:59:16|1|-1|-1|
238|cassieyrh|10|1:09:19|0:26:08|0|-1|-1|0:49:19|2|-1|-1|
239|RedMoon|10|1:10:04|1:10:04|0|-1|-1|1:02:39|0|-1|-1|
240|RainVision|10|1:11:02|0:24:57|0|-1|-1|1:01:02|1|-1|-1|
241|chal|10|1:11:13|0:17:07|0|-1|-1|1:01:13|1|-1|-1|
242|smitshah91|10|1:11:29|0:20:48|1|-1|-1|1:01:29|0|-1|-1|
243|dabottle|10|1:11:44|0:04:10|0|-1|-1|1:01:44|1|-1|-1|
244|dalwise|10|1:12:10|0:52:10|0|-1|-1|0:39:20|2|-1|-1|
245|baotu|10|1:12:19|0:34:29|0|-1|-1|1:12:19|0|-1|-1|
246|ming328|10|1:12:20|0:14:40|0|-1|-1|0:52:20|2|-1|-1|
247|Ranxu95|10|1:12:39|0:18:46|0|-1|-1|0:52:39|2|-1|-1|
248|hai8|10|1:12:43|0:34:49|0|-1|-1|1:12:43|0|-1|-1|
249|zygote|10|1:13:58|0:10:37|0|-1|-1|1:03:58|1|-1|-1|
250|SimonWhu|10|1:14:02|0:12:26|0|-1|-1|1:04:02|1|-1|-1|
251|cleverKnight|10|1:14:18|0:09:20|0|-1|-1|0:54:18|2|-1|-1|
252|szt|10|1:14:20|0:10:49|0|-1|-1|1:14:20|0|-1|-1|
253|JinXJinX|10|1:14:42|0:17:56|0|-1|-1|1:14:42|0|-1|-1|
254|Iram|10|1:15:27|0:12:56|0|-1|-1|1:05:27|1|-1|-1|
255|abbinayaa|10|1:15:42|0:20:33|0|-1|-1|1:05:42|1|-1|-1|
256|ahifish|10|1:15:55|0:12:15|0|-1|-1|1:15:55|0|-1|-1|
257|heyucong961028|10|1:16:57|0:31:49|0|-1|-1|1:06:57|1|-1|-1|
258|travislnelson|10|1:17:57|0:10:39|0|-1|-1|1:17:57|0|-1|-1|
259|coolufo|10|1:18:02|0:30:59|0|-1|-1|1:08:02|1|-1|-1|
260|coflyer|10|1:18:25|0:13:32|0|-1|-1|1:18:25|0|-1|-1|
261|Mengwen|10|1:18:31|0:28:53|0|-1|-1|1:18:31|0|-1|-1|
262|honda000|10|1:18:32|0:26:02|0|-1|-1|1:18:32|0|-1|-1|
263|naikr|10|1:18:41|0:27:49|0|-1|-1|1:18:41|0|-1|-1|
264|rui_liu|10|1:18:45|0:21:51|0|-1|-1|0:58:45|2|-1|-1|
265|wujie27|10|1:19:07|0:46:31|0|-1|-1|1:19:07|0|-1|-1|
266|CSMENG|10|1:19:28|0:16:02|0|-1|-1|1:19:28|0|-1|-1|
267|RSK|10|1:19:34|0:17:09|0|-1|-1|1:09:34|1|-1|-1|
268|abhinandan19|10|1:19:51|0:14:33|0|-1|-1|1:19:51|0|-1|-1|
269|iaming|10|1:21:26|0:09:23|0|-1|-1|1:11:26|1|-1|-1|
270|compton_scatter|10|1:22:24|0:11:49|0|-1|-1|1:12:24|1|-1|-1|
271|VickyCui|10|1:22:25|0:14:12|0|-1|-1|1:22:25|0|-1|-1|
272|y119777|10|1:22:37|1:22:37|0|-1|-1|0:23:25|0|-1|-1|
273|sun3522845|10|1:22:59|0:14:45|0|-1|-1|1:22:59|0|-1|-1|
274|bxiao0801|10|1:24:27|0:56:47|0|-1|-1|1:24:27|0|-1|-1|
275|bupt11lzx|10|1:25:07|0:52:11|0|-1|-1|1:25:07|0|-1|-1|
276|BoJack_W|10|1:25:44|0:16:14|0|-1|-1|1:15:44|1|-1|-1|
277|yorkshire|10|1:26:41|0:08:47|0|-1|-1|1:16:41|1|-1|-1|
278|Sykes|10|1:27:52|0:07:00|0|-1|-1|1:17:52|1|-1|-1|
279|ZYCSwing|10|1:28:56|0:07:20|0|-1|-1|1:18:56|1|-1|-1|
280|njyuanwx|10|1:28:56|1:16:50|0|-1|-1|1:28:56|0|-1|-1|
281|rujieyin|10|1:29:48|-1|-1|-1|-1|0:19:09|0|0:59:48|3|
282|Zoey_Yue|10|1:29:50|0:50:42|0|-1|-1|0:59:50|3|-1|-1|
283|bryantt23|10|1:30:13|1:04:11|0|-1|-1|1:20:13|1|-1|-1|
284|YutingLiu|10|1:30:37|0:11:07|1|-1|-1|0:50:37|3|-1|-1|
285|Whentao|10|1:30:42|0:42:11|0|-1|-1|1:10:42|2|-1|-1|
286|xtq0828|10|1:31:05|1:17:35|0|-1|-1|1:31:05|0|-1|-1|
287|kevincabbage|10|1:31:11|0:21:09|0|-1|-1|1:21:11|1|-1|-1|
288|ankitdubey|10|1:31:28|0:59:31|0|-1|-1|1:31:28|0|-1|-1|
289|Balda|10|1:31:35|1:08:17|0|-1|-1|1:21:35|1|-1|-1|
290|linghan2708|10|1:31:45|1:04:20|0|-1|-1|1:31:45|0|-1|-1|
291|xiaobaichi|10|1:31:46|0:29:07|0|-1|-1|1:01:46|3|-1|-1|
292|must2334|10|1:31:58|0:12:29|0|-1|-1|1:21:58|1|-1|-1|
293|fuqi1001|10|1:32:07|0:09:17|0|-1|-1|1:02:07|3|-1|-1|
294|yashvardhan90|10|1:33:31|0:13:04|0|-1|-1|1:13:31|2|-1|-1|
295|shizuka|10|1:33:32|1:33:32|0|-1|-1|0:30:59|0|-1|-1|
296|wsurvi|10|1:34:31|0:14:21|0|-1|-1|1:24:31|1|-1|-1|
297|gaurav19|10|1:34:43|0:53:10|0|-1|-1|1:34:43|0|-1|-1|
298|layor|10|1:35:43|0:06:47|0|-1|-1|0:55:43|4|-1|-1|
299|ks864148379|10|1:35:48|0:08:49|0|-1|-1|1:25:48|1|-1|-1|
300|guolinsen123|10|1:37:07|0:28:40|0|-1|-1|1:07:07|3|-1|-1|
301|iroot900|10|1:38:37|0:09:43|0|-1|-1|1:18:37|2|-1|-1|
302|excelmaxx|10|1:39:21|0:17:33|0|-1|-1|1:29:21|1|-1|-1|
303|x1162991272|10|1:39:39|0:35:10|0|-1|-1|1:39:39|0|-1|-1|
304|amszhou|10|1:39:46|1:29:46|0|-1|-1|0:40:17|1|-1|-1|
305|afshLeet|10|1:40:01|0:18:11|0|-1|-1|1:10:01|3|-1|-1|
