Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (7)
1|AntonRaichuk|19|0:22:09|0:01:24|0|0:04:26|0|0:07:21|0|0:22:09|0|
65|serene-torvalds38a|19|1:16:28|0:01:17|0|0:06:49|0|0:11:57|0|1:01:28|3|
66|balakrishnan_v|19|1:17:21|1:07:21|0|1:05:42|0|0:51:59|0|0:49:17|2|
67|SR3mix|19|1:17:27|0:08:37|0|0:12:28|0|0:07:34|0|1:12:27|1|
68|shawnxi|19|1:17:31|0:02:58|0|0:18:14|0|0:26:07|0|1:17:31|0|
69|MeetBrahmbhatt|19|1:17:37|0:01:23|0|0:08:32|1|0:14:21|0|1:02:37|2|
70|ianwong1999|19|1:18:11|0:01:06|0|0:06:31|0|0:13:07|0|1:18:11|0|
71|biltharesatyendra|19|1:18:56|0:02:38|0|0:13:30|0|0:20:16|0|1:13:56|1|
72|snamy520|19|1:19:17|0:02:57|0|0:13:49|1|0:24:55|0|1:09:17|1|
73|nguyenquocthao00|19|1:19:39|0:02:18|0|0:09:52|0|0:13:42|0|1:19:39|0|
74|Tima_|19|1:19:56|0:02:01|0|0:11:59|1|0:16:50|0|1:04:56|2|
75|lddlinan|19|1:20:27|0:01:36|0|0:07:48|0|0:13:32|0|1:10:27|2|
76|fpeterfalvi|19|1:20:29|1:10:29|0|1:08:14|0|1:02:42|1|0:46:46|1|
77|priceless-visvesvarayaxhk|19|1:21:36|0:01:45|0|0:06:33|0|0:14:59|0|1:16:36|1|
78|farmerboy|19|1:22:34|0:01:45|0|0:06:54|0|0:12:38|0|1:22:34|0|
79|ou-hai-ziJHu23dNZ|19|1:22:48|0:01:08|0|0:08:21|1|0:16:25|0|1:02:48|3|
80|_Fake4Fun|19|1:22:50|0:19:47|0|0:17:50|1|0:10:46|0|0:57:50|4|
81|han3000|19|1:23:15|0:01:29|0|0:06:34|0|0:11:51|0|1:23:15|0|
82|twoplusthree|19|1:25:13|0:02:52|0|0:11:58|0|0:23:41|0|1:20:13|1|
83|vonrong|19|1:25:24|0:55:44|1|1:02:31|1|1:10:24|1|0:52:10|0|
84|g129512|19|1:25:25|0:17:55|0|0:17:49|0|0:17:37|0|1:25:25|0|
85|Abdo_Saad|19|1:25:49|0:05:41|0|0:14:19|0|0:25:19|0|1:15:49|2|
86|CAEL0|19|1:25:59|0:01:19|1|0:06:19|0|0:11:28|0|1:15:59|1|
87|newhar|19|1:26:16|1:16:16|0|1:16:06|0|1:15:52|0|1:15:41|2|
88|kaname_asuka|19|1:26:29|0:03:07|0|0:36:49|0|0:16:24|0|1:26:29|0|
89|zsq007|19|1:26:30|0:02:13|0|1:00:01|0|0:13:15|0|1:26:30|0|
90|sanmai_reddy377|19|1:28:22|0:02:36|0|0:15:50|0|0:34:07|1|1:18:22|1|
91|itzRaghav|19|1:28:33|0:01:58|0|0:11:35|0|0:21:40|1|1:18:33|1|
92|0222_|19|1:29:28|0:01:58|0|0:10:10|0|0:30:10|0|1:24:28|1|
93|donbasta|19|1:30:05|0:02:19|0|0:13:55|0|0:22:05|1|1:15:05|2|
94|zenolus|19|1:30:52|0:01:49|0|0:06:48|0|0:13:05|0|1:25:52|1|
95|syx1994|19|1:32:06|0:01:59|0|0:29:29|0|0:13:33|0|1:27:06|1|
96|praneyrai|19|1:32:08|0:01:37|0|0:18:29|3|0:10:30|0|1:02:08|3|
97|anilbyar59|19|1:32:29|0:03:06|1|0:12:41|0|0:19:38|0|1:17:29|2|
98|qqwrv|19|1:32:42|0:01:58|0|0:07:49|0|0:14:08|0|1:27:42|1|
99|songhayoungKR0_0|19|1:32:43|0:01:15|0|0:08:29|1|0:11:54|0|1:02:43|5|
100|Rainingcity|19|1:33:05|0:01:18|0|0:17:02|0|0:21:42|0|1:18:05|3|
101|sun-man-man|19|1:33:06|0:02:04|0|0:09:27|0|0:17:10|0|1:18:06|3|
102|sigland|19|1:33:14|0:02:17|0|0:09:51|0|0:14:43|0|1:13:14|4|
103|Imadra|19|1:33:22|0:02:06|0|0:17:30|1|0:24:55|0|1:23:22|1|
104|dennis753951|19|1:35:47|0:24:30|0|0:24:25|1|0:22:02|0|1:25:47|1|
105|gradesking|19|1:35:56|0:01:57|0|0:08:17|1|0:18:26|0|1:20:56|2|
106|123454321|19|1:37:31|1:04:23|0|1:02:27|1|1:22:31|2|0:36:19|0|
107|taxicoo|19|1:37:41|0:02:05|0|0:15:06|2|0:27:57|0|1:27:41|0|
108|gooday-3|19|1:39:07|0:02:01|0|0:10:21|0|0:38:09|2|1:24:07|1|
109|nicholasfoocl|19|1:39:11|0:01:14|0|0:04:41|0|0:13:14|1|1:09:11|5|
110|eager-heyrovskyrub|19|1:39:31|0:01:17|0|0:09:17|2|0:14:11|0|1:14:31|3|
111|confident-perlmanhqn|19|1:39:46|0:05:56|0|0:13:50|0|0:46:25|2|1:29:46|0|
112|AmadeusChan|19|1:40:55|0:01:34|0|0:12:42|1|0:34:42|1|1:25:55|1|
113|wyjsdpku|19|1:41:00|0:17:31|0|0:14:42|1|0:43:23|2|1:26:00|0|
114|AndrewB330|19|1:43:10|0:02:23|0|0:10:45|2|0:18:06|1|1:08:10|4|
115|sveng101|19|1:43:20|0:02:48|1|0:12:09|1|0:36:12|0|1:28:20|1|
116|zzjjbb|19|1:44:09|0:04:18|2|0:14:07|1|0:30:15|0|1:29:09|0|
117|SSYernar|19|1:44:33|0:01:47|0|0:38:24|1|0:15:45|1|1:29:33|1|
118|turneja|19|1:45:23|0:01:46|0|0:19:04|0|0:39:10|3|1:20:23|2|
119|happy-hypatiaj5e|19|1:46:00|0:02:47|0|0:10:47|2|1:16:00|3|1:04:19|1|
120|samad_987|19|1:47:39|0:03:10|1|0:09:28|0|0:13:22|0|1:22:39|4|
121|sleepingonee|19|1:48:00|0:03:52|0|0:15:56|0|0:22:56|0|1:28:00|4|
122|DrunkTemplar|19|1:53:47|0:01:29|0|0:14:39|1|0:36:34|3|1:28:47|1|
123|dd2307|19|1:58:27|0:01:52|0|0:10:52|0|0:18:08|0|1:23:27|7|
124|Mayanksood|19|1:59:18|0:01:42|0|0:09:02|0|0:18:23|0|1:24:18|7|
125|shreyd01|19|2:04:24|0:03:39|0|0:31:58|0|0:23:58|3|1:29:24|4|
126|imt_2020002|15|1:25:55|1:23:18|0|-1|-1|1:06:08|0|1:25:55|0|
127|VarunR|15|1:44:06|1:18:46|0|-1|-1|1:29:06|2|1:17:22|1|
128|nagasaisujan160998|14|1:17:26|0:02:52|0|0:09:33|0|-1|-1|1:17:26|0|
129|jeremyzhang96|14|1:27:43|0:02:03|0|0:12:36|0|-1|-1|1:27:43|0|
130|jqodiriy|14|1:30:41|1:08:51|1|1:20:41|0|-1|-1|1:04:57|1|
131|ironSId|14|1:44:59|0:02:49|0|0:26:19|2|-1|-1|1:29:59|1|
132|juliany2|12|0:10:35|0:02:28|0|0:06:20|0|0:10:35|0|-1|-1|
133|anujdhillxn|12|0:10:46|0:10:27|0|0:10:40|0|0:10:46|0|-1|-1|
134|hhhyh|12|0:11:37|0:01:31|0|0:04:59|0|0:11:37|0|-1|-1|
135|yin-xing-mai-ming-zhu-m|12|0:11:43|0:01:57|0|0:06:28|0|0:11:43|0|-1|-1|
136|xiao-xi-pao|12|0:12:20|0:01:18|0|0:08:06|0|0:12:20|0|-1|-1|
137|rkg1007|12|0:12:34|0:01:59|0|0:07:57|0|0:12:34|0|-1|-1|
138|Lemmon_kk|12|0:12:40|0:01:28|0|0:06:44|0|0:12:40|0|-1|-1|
139|ayoimalive|12|0:12:58|0:02:51|0|0:08:56|0|0:12:58|0|-1|-1|
140|stupidRR|12|0:13:05|0:01:31|0|0:13:05|0|0:05:41|0|-1|-1|
141|shangzhq-xiaohao|12|0:13:08|0:01:16|0|0:08:31|0|0:13:08|0|-1|-1|
142|tonyli00000|12|0:13:16|0:01:20|0|0:05:39|0|0:13:16|0|-1|-1|
143|WRWRW|12|0:13:31|0:03:34|0|0:08:12|0|0:13:31|0|-1|-1|
144|htedsv-i|12|0:13:47|0:01:46|0|0:07:11|0|0:13:47|0|-1|-1|
145|gonglinyuan|12|0:13:57|0:02:18|0|0:07:23|0|0:13:57|0|-1|-1|
146|bandiaoz|12|0:13:59|0:01:17|0|0:08:34|0|0:13:59|0|-1|-1|
147|KareemHatem|12|0:14:02|0:02:26|0|0:08:42|0|0:14:02|0|-1|-1|
148|charming-varahamihira3mb|12|0:14:14|0:01:49|0|0:09:20|0|0:14:14|0|-1|-1|
149|priceless-mayer3bi|12|0:14:23|0:02:56|0|0:09:15|0|0:14:23|0|-1|-1|
150|socrates1232|12|0:14:43|0:02:13|0|0:09:15|0|0:14:43|0|-1|-1|
151|yc-li|12|0:14:48|0:02:50|0|0:08:40|0|0:14:48|0|-1|-1|
152|zhang-wei-uk|12|0:15:09|0:02:00|0|0:09:27|0|0:15:09|0|-1|-1|
153|masteralphi|12|0:15:34|0:03:00|0|0:08:46|0|0:15:34|0|-1|-1|
154|N_E_E_R_A_J|12|0:15:39|0:01:30|0|0:08:53|0|0:15:39|0|-1|-1|
155|asmitpapney|12|0:15:48|0:02:10|0|0:11:31|0|0:15:48|0|-1|-1|
156|cyqjoseph|12|0:15:56|0:02:26|0|0:08:43|0|0:15:56|0|-1|-1|
157|cuiaoxiang|12|0:16:14|0:01:13|0|0:06:28|1|0:11:14|0|-1|-1|
158|wenboz|12|0:16:30|0:02:40|0|0:16:30|0|0:10:14|0|-1|-1|
159|yi-zhi-bao-zi-h|12|0:16:31|0:01:20|0|0:12:00|0|0:16:31|0|-1|-1|
160|bool3|12|0:16:41|0:01:53|0|0:09:00|0|0:16:41|0|-1|-1|
161|nochill|12|0:16:54|0:02:18|0|0:09:44|0|0:16:54|0|-1|-1|
162|rohinth076|12|0:16:59|0:03:11|0|0:11:58|0|0:16:59|0|-1|-1|
163|vikashcode|12|0:17:22|0:01:35|0|0:06:54|0|0:17:22|0|-1|-1|
164|quocdatmc|12|0:17:30|0:02:07|0|0:09:12|0|0:17:30|0|-1|-1|
165|tfunk116|12|0:17:35|0:02:05|0|0:11:00|0|0:17:35|0|-1|-1|
166|inversionpeter|12|0:17:48|0:02:40|0|0:08:45|0|0:17:48|0|-1|-1|
167|jlallas384|12|0:17:49|0:01:48|0|0:12:52|0|0:17:49|0|-1|-1|
168|w285714|12|0:17:50|0:01:20|0|0:07:47|1|0:12:50|0|-1|-1|
169|alwayswin|12|0:17:52|0:01:47|0|0:17:52|0|0:09:48|0|-1|-1|
170|aaronyen|12|0:17:55|0:01:56|0|0:09:08|0|0:17:55|0|-1|-1|
171|tanakat01|12|0:18:03|0:02:02|0|0:10:58|0|0:18:03|0|-1|-1|
172|nirav114|12|0:18:13|0:02:10|0|0:08:33|0|0:18:13|0|-1|-1|
173|pku_erutan|12|0:18:30|0:01:31|0|0:06:13|0|0:18:30|0|-1|-1|
174|LYmiracle|12|0:18:30|0:02:30|0|0:09:01|1|0:13:30|0|-1|-1|
175|Wibo|12|0:18:33|0:01:10|0|0:14:46|0|0:18:33|0|-1|-1|
176|vicky_guptaa7|12|0:18:36|0:02:44|0|0:11:23|0|0:18:36|0|-1|-1|
177|adityaatcodeleet|12|0:18:50|0:03:19|0|0:11:06|0|0:18:50|0|-1|-1|
178|harshbardolia|12|0:18:54|0:03:09|0|0:09:41|0|0:18:54|0|-1|-1|
179|user6468w|12|0:18:55|0:06:37|0|0:13:08|0|0:18:55|0|-1|-1|
180|sakura-xwb|12|0:18:58|0:18:45|0|0:18:49|0|0:18:58|0|-1|-1|
181|Manan_Chhajed|12|0:19:02|0:01:39|0|0:08:50|0|0:19:02|0|-1|-1|
182|EUqr2c2cjD8nuX5K|12|0:19:03|0:02:38|0|0:12:39|0|0:19:03|0|-1|-1|
183|nikhil__thogaru|12|0:19:12|0:02:15|0|0:08:59|0|0:19:12|0|-1|-1|
184|han-z4z|12|0:19:13|0:02:05|0|0:08:56|0|0:14:13|1|-1|-1|
185|ivanc-e|12|0:19:14|0:01:46|0|0:09:01|0|0:19:14|0|-1|-1|
186|wyf0722|12|0:19:32|0:02:18|0|0:12:41|0|0:19:32|0|-1|-1|
187|parthkohli99|12|0:19:33|0:01:53|0|0:10:41|0|0:19:33|0|-1|-1|
188|hardcore-curran4rp|12|0:19:39|0:02:05|0|0:10:10|0|0:19:39|0|-1|-1|
189|xiao-xiao-dimeng-huan|12|0:19:41|0:13:23|0|0:13:48|0|0:19:41|0|-1|-1|
190|anupam_ghosh|12|0:19:44|0:03:33|0|0:15:58|0|0:19:44|0|-1|-1|
191|ice_in_sky|12|0:19:46|0:02:23|0|0:08:50|0|0:19:46|0|-1|-1|
192|nikhil_dixit_abv_iiitm|12|0:19:53|0:01:58|0|0:13:28|0|0:19:53|0|-1|-1|
193|spidy5201|12|0:19:56|0:02:56|0|0:12:42|0|0:19:56|0|-1|-1|
194|sad-hodgkin23h|12|0:20:04|0:02:59|0|0:11:03|0|0:20:04|0|-1|-1|
195|xi-jun-xiao-zi|12|0:20:06|0:03:00|0|0:09:58|0|0:20:06|0|-1|-1|
196|shi-shi-kan-m|12|0:20:11|0:02:52|0|0:13:52|0|0:20:11|0|-1|-1|
197|ni-hao-ya-ah|12|0:20:12|0:02:02|0|0:14:35|0|0:20:12|0|-1|-1|
198|Fkaiser7|12|0:20:21|0:01:51|0|0:06:26|0|0:20:21|0|-1|-1|
199|hanbro0112|12|0:20:23|0:01:36|0|0:13:24|0|0:20:23|0|-1|-1|
200|paras_churi|12|0:20:31|0:01:44|0|0:07:01|0|0:20:31|0|-1|-1|
201|Romy67|12|0:20:32|0:02:47|0|0:09:56|0|0:20:32|0|-1|-1|
202|Arch_of_Triumph|12|0:20:34|0:01:49|0|0:15:28|0|0:20:34|0|-1|-1|
203|a_c_w_bdxgd|12|0:20:36|0:02:26|0|0:10:56|0|0:20:36|0|-1|-1|
204|20240701.winter_dragon|12|0:20:39|0:01:22|0|0:14:03|0|0:20:39|0|-1|-1|
205|zhongnrrxs|12|0:20:44|0:01:26|0|0:07:50|1|0:15:44|0|-1|-1|
206|Riding_Knight|12|0:21:02|0:04:48|0|0:16:01|0|0:21:02|0|-1|-1|
207|ddd-a|12|0:21:02|0:01:42|0|0:21:02|0|0:11:51|0|-1|-1|
208|WanderOvO|12|0:21:07|0:01:57|0|0:13:12|0|0:21:07|0|-1|-1|
209|timetoai|12|0:21:11|0:01:57|0|0:08:15|0|0:16:11|1|-1|-1|
210|Kyouma007|12|0:21:13|0:03:48|0|0:11:57|0|0:21:13|0|-1|-1|
211|roy-101|12|0:21:20|0:02:17|0|0:16:06|0|0:21:20|0|-1|-1|
212|samonkeys|12|0:21:23|0:02:09|0|0:14:03|0|0:21:23|0|-1|-1|
213|yvbf|12|0:21:24|0:03:27|0|0:10:28|1|0:16:24|0|-1|-1|
214|Tinky1224|12|0:21:25|0:01:17|0|0:09:19|0|0:21:25|0|-1|-1|
215|jacobj2|12|0:21:25|0:01:32|1|0:09:08|0|0:16:25|0|-1|-1|
216|samitdas03|12|0:21:26|0:03:24|0|0:13:12|0|0:21:26|0|-1|-1|
217|Algoh9|12|0:21:32|0:01:59|0|0:08:15|0|0:21:32|0|-1|-1|
218|KOCMOHABT|12|0:21:43|0:02:53|0|0:14:48|0|0:21:43|0|-1|-1|
219|user9218i|12|0:21:49|0:01:55|0|0:07:38|0|0:16:49|1|-1|-1|
220|981377660LMT|12|0:21:54|0:01:19|0|0:17:50|0|0:21:54|0|-1|-1|
221|ram-9|12|0:21:56|0:01:43|0|0:12:37|0|0:21:56|0|-1|-1|
222|CelonyMire|12|0:21:56|0:02:10|0|0:21:56|0|0:14:06|0|-1|-1|
223|Sanath_Kulla|12|0:21:58|0:13:01|0|0:21:58|0|0:10:51|0|-1|-1|
224|kinglykang|12|0:21:59|0:14:05|0|0:21:59|0|0:09:58|0|-1|-1|
225|prajwal_733|12|0:21:59|0:01:51|0|0:11:04|0|0:16:59|1|-1|-1|
226|lee0560|12|0:22:01|0:02:34|0|0:18:37|0|0:22:01|0|-1|-1|
227|neomao|12|0:22:02|0:02:12|0|0:07:57|1|0:17:02|0|-1|-1|
228|cheng-liang-yu|12|0:22:06|0:03:09|0|0:12:07|0|0:22:06|0|-1|-1|
229|ronitnanwani|12|0:22:08|0:02:47|0|0:12:52|0|0:22:08|0|-1|-1|
230|whiteruby|12|0:22:10|0:03:13|0|0:13:24|0|0:22:10|0|-1|-1|
231|Armaan48|12|0:22:10|0:02:34|0|0:13:24|0|0:22:10|0|-1|-1|
232|8symbols|12|0:22:13|0:02:44|0|0:13:42|0|0:22:13|0|-1|-1|
233|celestialcoder|12|0:22:23|0:01:56|0|0:11:18|0|0:22:23|0|-1|-1|
234|mridul_cr7|12|0:22:24|0:02:03|0|0:16:09|0|0:22:24|0|-1|-1|
235|yuchen_724|12|0:22:41|0:02:21|0|0:10:41|0|0:22:41|0|-1|-1|
236|user1084vL|12|0:22:43|0:01:59|0|0:09:01|0|0:22:43|0|-1|-1|
237|wawawa8-RoYRQeYmuf|12|0:22:44|0:01:17|0|0:10:15|0|0:22:44|0|-1|-1|
238|lakh|12|0:22:48|0:03:14|0|0:22:48|0|0:15:47|0|-1|-1|
239|gan14008|12|0:22:58|0:02:16|0|0:15:06|1|0:17:58|0|-1|-1|
240|puktt|12|0:22:59|0:02:08|0|0:10:23|0|0:22:59|0|-1|-1|
241|zonda-30|12|0:22:59|0:03:38|0|0:12:21|0|0:22:59|0|-1|-1|
242|anonymous_134|12|0:23:03|0:02:44|0|0:11:44|0|0:23:03|0|-1|-1|
243|anuragdw0710|12|0:23:05|0:02:59|0|0:14:52|0|0:23:05|0|-1|-1|
244|SysSn13|12|0:23:05|0:02:04|0|0:14:53|0|0:23:05|0|-1|-1|
245|yu-shi-b|12|0:23:05|0:06:14|0|0:15:05|0|0:23:05|0|-1|-1|
246|Miguel_X|12|0:23:06|0:01:56|0|0:09:23|0|0:18:06|1|-1|-1|
247|_aka5h|12|0:23:06|0:02:15|0|0:08:30|0|0:23:06|0|-1|-1|
248|atishay5203|12|0:23:09|0:02:31|0|0:23:09|0|0:16:59|0|-1|-1|
249|fuwutu|12|0:23:14|0:03:47|0|0:14:28|0|0:23:14|0|-1|-1|
250|00zi-jian|12|0:23:17|0:02:08|0|0:08:52|1|0:18:17|0|-1|-1|
251|aman_2005|12|0:23:21|0:03:27|0|0:23:21|0|0:14:35|0|-1|-1|
252|muyujx|12|0:23:25|0:01:45|0|0:13:05|0|0:23:25|0|-1|-1|
253|ABSORBER|12|0:23:27|0:02:02|0|0:23:27|0|0:15:01|0|-1|-1|
254|nnv-nick|12|0:23:31|0:01:47|0|0:15:46|0|0:23:31|0|-1|-1|
255|ywwbill|12|0:23:31|0:02:11|0|0:14:15|1|0:18:31|0|-1|-1|
256|resotto|12|0:23:35|0:02:17|0|0:16:13|0|0:23:35|0|-1|-1|
257|AhKpJ8fHGS|12|0:23:42|0:02:10|0|0:12:55|0|0:23:42|0|-1|-1|
258|sb945|12|0:23:42|0:02:42|0|0:15:35|0|0:23:42|0|-1|-1|
259|zerox130617|12|0:23:46|0:02:30|0|0:11:38|0|0:23:46|0|-1|-1|
260|recursing-almeidafxd|12|0:23:48|0:02:21|0|0:13:25|0|0:23:48|0|-1|-1|
261|DeepakRaturi|12|0:23:51|0:02:23|0|0:14:57|0|0:23:51|0|-1|-1|
262|rtmkz|12|0:23:58|0:01:54|0|0:15:06|1|0:18:58|0|-1|-1|
263|Sarthak3204|12|0:23:58|0:01:52|0|0:08:22|0|0:18:58|1|-1|-1|
264|Morgho|12|0:24:01|0:01:42|0|0:15:49|0|0:24:01|0|-1|-1|
265|cai_lw|12|0:24:03|0:02:00|1|0:08:23|1|0:14:03|0|-1|-1|
266|awasthi25|12|0:24:04|0:02:53|0|0:15:52|0|0:24:04|0|-1|-1|
267|stormsunshine|12|0:24:09|0:15:29|0|0:19:09|1|0:15:34|0|-1|-1|
268|_neelytandel_|12|0:24:14|0:02:45|0|0:24:14|0|0:15:51|0|-1|-1|
269|zhuang-zhou-yuan-meng|12|0:24:19|0:03:33|0|0:12:34|0|0:24:19|0|-1|-1|
270|MDMASUDRANA|12|0:24:19|0:03:31|0|0:24:19|0|0:13:12|0|-1|-1|
271|b03201008|12|0:24:20|0:02:06|0|0:08:53|1|0:19:20|0|-1|-1|
272|amanjoshi149|12|0:24:27|0:03:41|0|0:15:23|0|0:24:27|0|-1|-1|
273|Chengqian_Li|12|0:24:30|0:02:54|0|0:14:10|1|0:19:30|0|-1|-1|
274|pasricha_dhruv|12|0:24:30|0:01:27|0|0:19:30|0|0:15:12|1|-1|-1|
275|AshutoshSingh10|12|0:24:31|0:02:51|0|0:11:27|1|0:19:31|0|-1|-1|
276|seedjyh|12|0:24:32|0:02:04|0|0:17:31|0|0:24:32|0|-1|-1|
277|Qlyer|12|0:24:33|0:01:28|0|0:14:29|1|0:19:33|0|-1|-1|
278|garvitkansaldtu|12|0:24:36|0:04:48|0|0:11:53|1|0:19:36|0|-1|-1|
279|kzyKT|12|0:24:37|0:03:27|0|0:08:44|1|0:14:37|1|-1|-1|
280|time-v5|12|0:24:41|0:01:36|0|0:19:21|0|0:24:41|0|-1|-1|
281|nan-d3feng|12|0:24:41|0:03:42|0|0:11:58|1|0:19:41|0|-1|-1|
