Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (6)
1|sserxhs|18|0:07:16|0:01:35|0|0:03:19|0|0:05:43|0|0:07:16|0|
112|zhzho|18|0:28:10|0:16:44|0|0:21:52|0|0:28:10|0|0:15:01|0|
113|jojayoh|18|0:28:12|0:09:09|0|0:10:07|0|0:17:22|0|0:28:12|0|
114|hazzler|18|0:28:17|0:08:44|0|0:15:44|0|0:21:51|0|0:28:17|0|
115|Superultra|18|0:28:19|0:28:19|0|0:26:08|0|0:20:31|0|0:11:29|0|
116|funsquared|18|0:28:40|0:11:30|0|0:15:41|0|0:20:51|0|0:28:40|0|
117|kamui721|18|0:28:44|0:28:40|0|0:28:14|0|0:28:44|0|0:28:03|0|
118|jwseph|18|0:28:54|0:18:41|0|0:23:54|1|0:18:31|0|0:15:04|0|
119|jacobj2|18|0:28:57|0:13:59|0|0:18:00|0|0:23:57|0|0:12:45|1|
120|shhk|18|0:29:03|0:01:12|0|0:07:50|1|0:12:19|0|0:19:03|1|
121|123454321|18|0:29:10|0:12:48|0|0:29:10|0|0:20:17|0|0:23:51|0|
122|dhru2602|18|0:29:12|0:08:28|0|0:13:37|1|0:18:41|0|0:24:12|0|
123|penguinzzz|18|0:29:15|0:09:14|0|0:17:38|0|0:29:15|0|0:24:21|0|
124|dream_boy|18|0:29:30|0:19:59|0|0:18:42|0|0:07:15|0|0:29:30|0|
125|qqwrv|18|0:29:31|0:09:17|0|0:10:54|0|0:13:49|0|0:24:31|1|
126|fervent-neumannhdm|18|0:29:49|0:02:00|0|0:08:15|0|0:14:17|0|0:29:49|0|
127|zrts|18|0:29:49|0:01:31|0|0:04:35|0|0:13:19|0|0:29:49|0|
128|yolo12345|18|0:29:51|0:07:24|0|0:13:11|0|0:17:53|0|0:29:51|0|
129|wangchaohui|18|0:30:05|0:01:17|0|0:05:20|0|0:15:17|0|0:25:05|1|
130|bobxiong88|18|0:30:10|0:10:54|0|0:10:09|0|0:18:21|0|0:25:10|1|
131|Kareem_Elgoker|18|0:30:11|0:08:37|0|0:13:22|0|0:17:20|0|0:30:11|0|
132|Sandeep_P|18|0:30:12|0:01:09|0|0:13:43|0|0:17:19|1|0:20:12|1|
133|hxu10|18|0:30:14|0:04:27|0|0:09:10|0|0:15:06|0|0:30:14|0|
134|Manan04|18|0:30:16|0:15:33|0|0:19:15|0|0:24:20|0|0:30:16|0|
135|hao-shou-bu-juan|18|0:30:20|0:30:20|0|0:30:11|0|0:29:56|0|0:29:44|0|
136|i_am_coderrrrr|18|0:30:26|0:10:48|0|0:13:20|0|0:20:38|1|0:25:26|0|
137|Heng_Xin|18|0:30:44|0:02:26|0|0:12:14|0|0:23:26|0|0:30:44|0|
138|zronghui|18|0:30:56|0:20:56|1|0:19:40|0|0:20:23|1|0:19:14|0|
139|deepli|18|0:31:04|0:07:18|0|0:11:57|0|0:22:42|0|0:31:04|0|
140|Romy67|18|0:31:06|0:10:59|0|0:17:22|0|0:09:33|0|0:31:06|0|
141|yf_1994|18|0:31:06|0:26:06|1|0:23:19|0|0:23:25|0|0:23:35|0|
142|user9218i|18|0:31:08|0:10:24|0|0:15:09|1|0:21:31|0|0:26:08|0|
143|duncanimtheho|18|0:31:14|0:30:27|0|0:31:10|0|0:31:14|0|0:30:16|0|
144|Airths|18|0:31:17|0:08:46|0|0:14:07|0|0:16:58|0|0:31:17|0|
145|6racious-wilesxjv|18|0:31:18|0:23:56|0|0:26:08|1|0:26:18|0|0:23:31|0|
146|gamblerxu|18|0:31:21|0:04:29|0|0:12:24|1|0:19:25|0|0:26:21|0|
147|priyanshu_p28|18|0:31:23|0:08:34|0|0:24:15|0|0:31:23|0|0:13:56|0|
148|gonglinyuan|18|0:31:26|0:09:21|0|0:10:51|0|0:17:19|0|0:31:26|0|
149|LEetcode_ruler|18|0:31:28|0:09:17|0|0:11:09|0|0:22:44|0|0:31:28|0|
150|cqsss|18|0:31:30|0:01:31|0|0:04:55|1|0:19:47|1|0:21:30|0|
151|jinmingli|18|0:31:31|0:01:33|0|0:05:36|1|0:12:47|0|0:26:31|0|
152|aditya712001|18|0:31:35|0:07:14|0|0:14:26|0|0:21:52|0|0:31:35|0|
153|AC_Mikoto|18|0:31:41|0:01:17|0|0:05:41|1|0:10:27|0|0:21:41|1|
154|ashwanthkannan|18|0:31:41|0:14:06|0|0:23:17|1|0:26:41|0|0:11:35|0|
155|Acepted|18|0:31:53|0:01:42|0|0:06:41|0|0:10:30|1|0:21:53|1|
156|ltf0501|18|0:32:02|0:07:36|0|0:16:15|1|0:19:32|0|0:27:02|0|
157|donbasta|18|0:32:04|0:12:18|0|0:19:27|1|0:22:24|0|0:27:04|0|
158|CelonyMire|18|0:32:06|0:10:20|0|0:18:20|1|0:22:32|0|0:27:06|0|
159|cavetr|18|0:32:11|0:02:07|0|0:08:55|0|0:16:10|0|0:32:11|0|
160|pasricha_dhruv|18|0:32:13|0:09:55|0|0:19:18|0|0:23:14|0|0:32:13|0|
161|JiaLiLue|18|0:32:14|0:01:08|0|0:07:23|0|0:13:24|0|0:27:14|1|
162|MeetBrahmbhatt|18|0:32:22|0:11:35|0|0:11:08|0|0:09:57|0|0:27:22|1|
163|wjli|18|0:32:29|0:10:32|0|0:08:45|0|0:23:34|0|0:27:29|1|
164|pingchungchang|18|0:32:36|0:12:30|0|0:16:57|0|0:21:19|0|0:32:36|0|
165|wisdompeak|18|0:32:37|0:04:45|0|0:14:21|0|0:21:45|0|0:32:37|0|
166|plustone|18|0:32:42|0:09:05|0|0:16:09|0|0:23:03|0|0:32:42|0|
167|cheng-liang-yu|18|0:32:47|0:01:24|0|0:05:53|0|0:11:59|0|0:27:47|1|
168|shuang-dsd|18|0:32:54|0:01:11|0|0:08:15|1|0:14:49|0|0:27:54|0|
169|yli262|18|0:32:54|0:12:20|0|0:15:37|1|0:12:53|0|0:22:54|1|
170|ianwong1999|18|0:32:57|0:26:47|0|0:26:31|0|0:27:57|1|0:26:20|0|
171|incra|18|0:32:57|0:00:45|0|0:06:47|0|0:10:20|0|0:22:57|2|
172|zhouzl|18|0:33:00|0:01:48|0|0:06:01|0|0:14:48|0|0:33:00|0|
173|happy-hypatiaj5e|18|0:33:03|0:01:19|0|0:04:09|1|0:08:02|0|0:18:03|2|
174|zjbztianya|18|0:33:07|0:04:25|0|0:09:50|0|0:20:41|0|0:33:07|0|
175|profchi|18|0:33:09|0:09:11|0|0:13:15|0|0:09:23|0|0:28:09|1|
176|infallible-cohenrds|18|0:33:09|0:01:44|0|0:09:09|0|0:15:17|0|0:28:09|1|
177|trantai|18|0:33:09|0:14:04|0|0:18:33|0|0:23:09|0|0:12:18|2|
178|hhuuuu|18|0:33:10|0:01:11|0|0:13:06|2|0:17:55|0|0:23:10|0|
179|gan14008|18|0:33:14|0:01:21|0|0:17:18|0|0:24:20|0|0:33:14|0|
180|lxhgww|18|0:33:15|0:01:14|0|0:08:11|0|0:12:06|0|0:28:15|1|
181|lazyegg_kwy|18|0:33:18|0:08:39|0|0:08:49|0|0:09:10|0|0:33:18|0|
182|i3oring-rubinbgn|18|0:33:29|0:19:19|0|0:30:32|0|0:17:16|0|0:33:29|0|
183|ethanrao|18|0:33:31|0:11:55|0|0:23:31|0|0:17:51|0|0:15:55|2|
184|anhpp-i|18|0:33:37|0:33:37|0|0:33:24|0|0:33:14|0|0:33:07|0|
185|waiting_you|18|0:33:40|0:01:27|0|0:15:16|0|0:24:35|0|0:28:40|1|
186|svveet-chatterjee5nt|18|0:33:40|0:02:02|0|0:08:23|1|0:15:41|0|0:28:40|0|
187|xi-jun-xiao-zi|18|0:33:46|0:01:09|0|0:04:10|0|0:09:29|0|0:28:46|1|
188|strange-davinciper|18|0:33:49|0:07:11|0|0:06:19|0|0:28:49|0|0:24:51|1|
189|vrangr|18|0:33:52|0:10:28|0|0:13:45|0|0:17:52|0|0:33:52|0|
190|WORTH_IT|18|0:33:58|0:12:43|0|0:11:11|0|0:17:45|0|0:33:58|0|
191|Maruzensky|18|0:34:04|0:08:33|0|0:12:21|0|0:17:36|0|0:34:04|0|
192|henryz14|18|0:34:13|0:10:12|0|0:15:49|0|0:24:31|0|0:34:13|0|
193|darrenhp|18|0:34:14|0:02:05|0|0:04:49|0|0:09:30|0|0:29:14|1|
194|chengpi|18|0:34:15|0:02:03|0|0:08:47|2|0:13:58|0|0:24:15|0|
195|shiraori|18|0:34:16|0:01:20|0|0:07:36|0|0:18:31|0|0:34:16|0|
196|amank13|18|0:34:19|0:18:37|0|0:10:01|0|0:17:10|0|0:34:19|0|
197|AyushDixit21|18|0:34:19|0:09:16|0|0:15:31|1|0:18:19|0|0:29:19|0|
198|czjnbb|18|0:34:21|0:11:55|0|0:16:03|1|0:11:34|0|0:29:21|0|
199|Rohit2593|18|0:34:22|0:17:02|0|0:15:26|0|0:11:46|0|0:34:22|0|
200|sakura-xwb|18|0:34:23|0:18:10|0|0:18:06|0|0:18:01|0|0:34:23|0|
201|psb0623|18|0:34:31|0:14:54|0|0:18:56|0|0:23:33|0|0:34:31|0|
202|abhishekvaish|18|0:34:32|0:12:23|0|0:10:26|0|0:19:41|0|0:34:32|0|
203|jayesh_shaw|18|0:34:36|0:09:22|0|0:13:28|0|0:24:08|0|0:34:36|0|
204|gua-ke-bi-bu-gua-ke-nan|18|0:34:38|0:29:38|0|0:23:54|0|0:23:39|0|0:28:34|1|
205|zuo-an-17|18|0:34:39|0:06:35|0|0:06:29|0|0:12:27|0|0:34:39|0|
206|jia-gou-shi-he-zhi-dan|18|0:34:40|0:01:58|0|0:21:06|0|0:27:47|0|0:34:40|0|
207|milesian-c|18|0:34:40|0:01:06|0|0:04:41|0|0:09:23|0|0:34:40|0|
208|txingml|18|0:34:45|0:07:35|0|0:14:47|0|0:08:19|0|0:34:45|0|
209|xymabinogi|18|0:34:58|0:08:51|0|0:11:16|0|0:09:04|0|0:29:58|1|
210|xvetv|18|0:34:59|0:11:22|0|0:14:38|0|0:27:37|0|0:34:59|0|
211|anand1239|18|0:35:02|0:08:51|0|0:14:11|0|0:24:53|0|0:35:02|0|
212|mikeqiyh|18|0:35:08|0:24:49|0|0:24:57|0|0:25:10|0|0:30:08|1|
213|3R1C_|18|0:35:14|0:09:10|0|0:11:01|0|0:16:33|1|0:30:14|0|
214|hpstory|18|0:35:14|0:19:02|0|0:19:08|0|0:20:52|1|0:30:14|0|
215|plus2047|18|0:35:16|0:10:13|0|0:13:57|0|0:20:44|0|0:35:16|0|
216|hkmaxi|18|0:35:39|0:09:53|0|0:14:24|0|0:24:38|0|0:35:39|0|
217|ivanc-e|18|0:35:49|0:09:15|0|0:11:09|1|0:17:32|0|0:25:49|1|
218|onlyblues|18|0:35:56|0:01:18|0|0:04:32|0|0:17:49|2|0:25:56|0|
219|dgeyfman|18|0:36:04|0:12:15|0|0:15:15|0|0:22:24|0|0:31:04|1|
220|lydxlx|18|0:36:15|0:09:20|0|0:10:54|0|0:19:19|0|0:26:15|2|
221|Akatsuki_|18|0:36:15|0:07:09|0|0:17:53|0|0:10:34|0|0:31:15|1|
222|clever-volhardfhm|18|0:36:16|0:01:32|0|0:05:37|0|0:31:16|0|0:11:45|1|
223|user0552HW|18|0:36:21|0:15:59|0|0:21:18|0|0:28:18|0|0:36:21|0|
224|hank55663|18|0:36:23|0:09:09|0|0:10:43|0|0:11:03|0|0:21:23|3|
225|huangshan01|18|0:36:25|0:10:12|0|0:15:51|0|0:21:28|0|0:31:25|1|
226|MonoLithh|18|0:36:32|0:09:21|0|0:14:42|1|0:07:26|0|0:31:32|0|
227|ni-hong-ge|18|0:36:36|0:00:50|0|0:06:03|0|0:15:54|0|0:31:36|1|
228|shdut-7|18|0:36:40|0:31:40|0|0:29:42|0|0:25:23|0|0:18:30|1|
229|haers|18|0:36:40|0:01:21|0|0:06:05|0|0:17:06|0|0:31:40|1|
230|RyanPionee2|18|0:36:41|0:18:14|0|0:18:04|0|0:17:59|0|0:36:41|0|
231|mayank81757|18|0:36:41|0:11:10|0|0:16:40|0|0:29:15|0|0:36:41|0|
232|dennis753951|18|0:36:45|0:29:30|0|0:29:19|0|0:29:14|0|0:31:45|1|
233|yuan-hao-k|18|0:37:01|0:01:39|0|0:07:17|0|0:16:04|0|0:37:01|0|
234|aditya4905|18|0:37:03|0:26:19|0|0:25:24|0|0:33:36|0|0:37:03|0|
235|amsraman|18|0:37:05|0:09:38|0|0:13:29|0|0:17:16|0|0:27:05|2|
236|mufti|18|0:37:06|0:14:38|0|0:22:03|1|0:15:56|0|0:27:06|1|
237|shubhambhadada7|18|0:37:14|0:10:00|0|0:18:11|0|0:25:47|0|0:37:14|0|
238|6allant-curied9q|18|0:37:36|0:02:01|0|0:09:31|1|0:23:31|0|0:32:36|0|
239|curtaincall|18|0:37:37|0:01:55|0|0:10:16|0|0:32:37|1|0:13:46|0|
240|tokitsukaze|18|0:37:37|0:27:37|0|0:18:54|0|0:26:48|1|0:22:52|1|
241|Conquering_fate|18|0:37:40|0:05:49|0|0:15:50|1|0:27:08|0|0:32:40|0|
242|sshang|18|0:37:44|0:10:16|0|0:09:59|0|0:20:06|1|0:32:44|0|
243|kesihai|18|0:37:47|0:01:28|0|0:08:35|0|0:16:33|0|0:32:47|1|
244|r32626|18|0:37:48|0:09:03|0|0:13:36|0|0:18:58|1|0:32:48|0|
245|00zi-jian|18|0:37:54|0:00:56|0|0:05:37|0|0:21:12|0|0:32:54|1|
246|sirvi_26|18|0:37:56|0:10:31|0|0:24:05|1|0:16:48|1|0:27:56|0|
247|deng-feng-de-gua-niu|18|0:38:00|0:02:37|0|0:09:34|1|0:28:00|1|0:18:47|0|
248|Splatendoo|18|0:38:03|0:26:13|0|0:26:08|0|0:26:01|2|0:28:03|0|
249|NatapongS|18|0:38:11|0:10:04|0|0:16:45|2|0:09:54|0|0:28:11|0|
250|tushar_1290|18|0:38:11|0:16:49|0|0:23:48|0|0:14:20|1|0:33:11|0|
251|XAXAEBATb|18|0:38:12|0:30:04|0|0:33:12|1|0:30:27|0|0:30:50|0|
252|xie-bin-o|18|0:38:12|0:01:30|0|0:05:04|0|0:13:42|0|0:33:12|1|
253|jcoves|18|0:38:12|0:19:31|0|0:26:57|1|0:18:53|0|0:33:12|0|
254|rohinth076|18|0:38:12|0:31:39|0|0:33:12|1|0:32:44|0|0:33:01|0|
255|Andycipation|18|0:38:15|0:18:17|0|0:17:55|0|0:24:21|0|0:33:15|1|
256|pipixia-9527|18|0:38:16|0:02:30|0|0:08:09|0|0:19:17|0|0:33:16|1|
257|kaq|18|0:38:17|0:18:24|0|0:18:12|1|0:15:01|0|0:33:17|0|
258|north-rav|18|0:38:19|0:10:31|0|0:33:19|1|0:22:45|0|0:09:10|0|
259|zeldahuang|18|0:38:28|0:03:10|0|0:10:53|0|0:16:53|0|0:33:28|1|
260|MvKaio|18|0:38:31|0:08:49|0|0:09:11|0|0:17:53|2|0:23:31|1|
261|xil899|18|0:38:36|0:10:19|0|0:15:07|0|0:21:46|0|0:33:36|1|
262|zwling|18|0:38:44|0:01:03|0|0:09:20|0|0:23:32|0|0:33:44|1|
263|zhuan-ye-hu-u|18|0:38:50|0:01:21|0|0:05:15|0|0:15:08|0|0:38:50|0|
264|spaul_12|18|0:38:54|0:12:22|0|0:13:14|0|0:29:27|0|0:38:54|0|
265|Mouceant|18|0:38:58|0:13:29|0|0:17:07|0|0:33:29|0|0:38:58|0|
266|JJZin|18|0:39:01|0:06:46|0|0:13:01|1|0:16:38|1|0:29:01|0|
267|NerdyCoder|18|0:39:05|0:09:49|0|0:13:40|0|0:18:13|0|0:39:05|0|
268|ryanguorocket|18|0:39:08|0:11:38|0|0:17:54|0|0:22:04|0|0:34:08|1|
269|recursing-mcnultyqvd|18|0:39:13|0:12:08|0|0:13:22|1|0:11:50|0|0:34:13|0|
270|1018358689|18|0:39:13|0:01:47|0|0:11:56|2|0:29:13|0|0:21:02|0|
271|BruceGO|18|0:39:15|0:11:33|0|0:15:53|1|0:20:59|0|0:34:15|0|
272|sheldon-29|18|0:39:18|0:12:22|0|0:11:05|0|0:05:53|0|0:39:18|0|
273|1103164623|18|0:39:26|0:02:39|0|0:13:10|0|0:27:43|0|0:39:26|0|
274|penciy|18|0:39:30|0:01:28|0|0:08:21|1|0:18:53|0|0:34:30|0|
275|mengdaoshizhongxinyang|18|0:39:32|0:02:05|0|0:07:24|1|0:14:25|0|0:29:32|1|
276|SaveVMK|18|0:39:35|0:09:26|0|0:10:28|0|0:12:48|0|0:29:35|2|
