Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (5)
1|hongrock|17|0:07:34|0:00:45|0|0:02:54|0|0:05:12|0|0:07:34|0|
83|phungtienminh|17|0:22:06|0:01:50|0|0:03:25|0|0:08:25|0|0:22:06|0|
84|w285714|17|0:22:19|0:00:47|0|0:03:05|0|0:06:01|0|0:12:19|2|
85|agoodloser|17|0:22:20|0:01:23|0|0:07:19|0|0:12:52|0|0:22:20|0|
86|zheng-dan-u|17|0:22:32|0:01:26|0|0:16:18|0|0:22:32|0|0:13:29|0|
87|cuiwanyun|17|0:22:42|0:02:41|0|0:05:34|0|0:11:25|0|0:22:42|0|
88|darrenhp|17|0:22:47|0:01:36|0|0:05:24|0|0:12:28|1|0:17:47|0|
89|wisdompeak|17|0:22:53|0:01:23|0|0:05:40|0|0:10:24|0|0:22:53|0|
90|Akatsuki_|17|0:23:01|0:02:15|0|0:06:04|1|0:12:04|0|0:18:01|0|
91|ch365|17|0:23:08|0:01:33|0|0:05:45|0|0:12:47|0|0:23:08|0|
92|Decision|17|0:23:11|0:23:11|0|0:23:03|0|0:22:56|0|0:22:49|0|
93|dotuas|17|0:23:15|0:03:07|0|0:06:39|0|0:14:29|0|0:23:15|0|
94|sammochen|17|0:23:16|0:23:16|0|0:07:02|0|0:14:20|0|0:22:02|0|
95|wenboz|17|0:23:24|0:01:52|0|0:06:49|0|0:13:14|0|0:23:24|0|
96|wzc1995|17|0:23:30|0:00:57|0|0:03:33|1|0:11:04|0|0:18:30|0|
97|he-mao-jian-jiao-shen-shen|17|0:23:35|0:01:37|0|0:07:29|0|0:14:41|0|0:23:35|0|
98|danielchandg|17|0:23:41|0:00:28|0|0:02:24|0|0:06:05|0|0:13:41|2|
99|alkido|17|0:23:42|0:01:22|0|0:06:49|1|0:13:36|0|0:18:42|0|
100|Tinky1224|17|0:23:51|0:00:58|0|0:04:43|1|0:10:02|1|0:13:51|0|
101|yifan-393|17|0:23:57|0:01:23|0|0:05:29|0|0:12:21|0|0:18:57|1|
102|mastre|17|0:24:00|0:11:38|0|0:13:14|1|0:11:26|0|0:19:00|0|
103|cuiaoxiang|17|0:24:08|0:00:53|0|0:03:39|2|0:08:48|0|0:14:08|0|
104|newhar|17|0:24:10|0:19:10|0|0:17:10|0|0:13:03|0|0:07:33|1|
105|trantai|17|0:24:24|0:01:05|0|0:05:22|0|0:09:16|0|0:19:24|1|
106|harttle|17|0:24:31|0:01:39|0|0:04:33|1|0:08:32|0|0:14:31|1|
107|lixiang-vn|17|0:24:32|0:01:30|0|0:06:26|0|0:13:39|1|0:19:32|0|
108|zac4|17|0:24:34|0:04:20|0|0:11:19|0|0:20:02|0|0:24:34|0|
109|virendra115|17|0:24:35|0:02:40|0|0:09:54|0|0:24:35|0|0:16:47|0|
110|desert-fu|17|0:24:40|0:21:18|0|0:22:22|0|0:20:49|0|0:24:40|0|
111|PyIsTheBestLang|17|0:24:43|0:20:03|0|0:20:10|0|0:20:20|0|0:24:43|0|
112|MrPanTA|17|0:24:45|0:02:04|0|0:07:50|0|0:15:26|0|0:24:45|0|
113|lyw_|17|0:24:45|0:01:14|0|0:06:33|0|0:13:11|0|0:24:45|0|
114|traumatized|17|0:24:45|0:01:19|0|0:03:33|0|0:07:25|1|0:14:45|1|
115|zhouzixuan|17|0:24:46|0:19:46|0|0:18:45|0|0:15:38|0|0:09:59|1|
116|shakibahmed01999|17|0:24:49|0:01:19|0|0:03:52|0|0:11:50|0|0:19:49|1|
117|pubgoso-7|17|0:24:50|0:01:09|0|0:04:02|0|0:10:59|0|0:19:50|1|
118|cf2|17|0:24:57|0:23:14|0|0:23:30|0|0:23:58|0|0:24:57|0|
119|Kingslayer7|17|0:25:01|0:01:26|0|0:04:35|0|0:13:23|1|0:20:01|0|
120|REED_W|17|0:25:02|0:02:03|0|0:07:03|0|0:13:24|0|0:25:02|0|
121|vmadhu99|17|0:25:08|0:01:41|0|0:05:21|0|0:13:31|0|0:25:08|0|
122|magical-agnesibu0|17|0:25:09|0:01:16|0|0:04:58|1|0:14:52|0|0:20:09|0|
123|bu-kui-shi-wo-v|17|0:25:16|0:01:37|0|0:05:48|1|0:12:14|0|0:20:16|0|
124|Ninja1369|17|0:25:21|0:01:56|0|0:07:34|1|0:14:26|0|0:20:21|0|
125|0222_|17|0:25:22|0:02:04|0|0:04:42|0|0:08:28|0|0:20:22|1|
126|SaveVMK|17|0:25:23|0:00:42|0|0:06:46|1|0:10:01|0|0:15:23|1|
127|nevergiveup|17|0:25:24|0:01:52|0|0:04:55|0|0:10:08|1|0:15:24|1|
128|xyseu1|17|0:25:25|0:12:14|0|0:15:27|1|0:12:48|0|0:20:25|0|
129|kmjp|17|0:25:27|0:01:22|0|0:03:25|1|0:12:32|1|0:15:27|0|
130|v-ger|17|0:25:30|0:02:20|0|0:08:40|0|0:14:39|0|0:25:30|0|
131|Purgatory_|17|0:25:31|0:01:03|0|0:05:07|0|0:12:17|0|0:20:31|1|
132|howard0027|17|0:25:37|0:20:37|0|0:18:39|1|0:15:06|0|0:10:53|0|
133|affectionate-volhardhhg|17|0:25:43|0:15:44|0|0:16:59|0|0:19:06|1|0:20:43|0|
134|lucifer1006|17|0:25:44|0:00:50|0|0:04:57|1|0:20:44|0|0:14:16|0|
135|priydarshiroopak|17|0:25:44|0:02:43|0|0:06:52|0|0:12:54|0|0:20:44|1|
136|Vedant_05|17|0:25:47|0:02:07|0|0:10:42|0|0:16:58|0|0:25:47|0|
137|Yves_Liu|17|0:25:49|0:01:06|0|0:07:29|0|0:17:12|0|0:25:49|0|
138|xiao-bai-yi-ze|17|0:25:51|0:25:09|0|0:25:39|0|0:25:20|0|0:25:51|0|
139|jdeptct|17|0:25:52|0:01:29|0|0:06:04|1|0:16:10|0|0:20:52|0|
140|syh-n|17|0:25:54|0:01:32|0|0:06:47|1|0:14:14|0|0:20:54|0|
141|balakrishnan_v|17|0:26:00|0:26:00|0|0:24:03|0|0:21:47|0|0:09:36|0|
142|icepeach|17|0:26:00|0:01:14|0|0:03:23|0|0:12:55|1|0:21:00|0|
143|areke|17|0:26:01|0:01:29|0|0:05:11|1|0:10:51|0|0:16:01|1|
144|jaychentank|17|0:26:04|0:01:04|0|0:05:13|1|0:12:55|0|0:21:04|0|
145|ou-hai-ziJHu23dNZ|17|0:26:10|0:01:02|0|0:07:19|0|0:12:59|0|0:21:10|1|
146|lee0560|17|0:26:13|0:01:03|0|0:06:43|0|0:11:20|0|0:21:13|1|
147|ctrlalt|17|0:26:16|0:00:51|0|0:03:03|0|0:08:09|1|0:16:16|1|
148|Mohanito|17|0:26:19|0:01:37|0|0:05:47|1|0:15:33|0|0:21:19|0|
149|oalad-zro|17|0:26:21|0:01:24|0|0:05:56|1|0:10:57|0|0:21:21|0|
150|singh_deopa|17|0:26:27|0:01:16|0|0:05:56|0|0:20:54|0|0:26:27|0|
151|friedall|17|0:26:36|0:01:00|0|0:03:27|1|0:09:43|1|0:16:36|0|
152|mxrush-z|17|0:26:39|0:18:16|0|0:18:26|0|0:18:36|0|0:21:39|1|
153|yi-meng-san-sheng|17|0:26:44|0:01:56|0|0:05:13|1|0:12:31|0|0:21:44|0|
154|Andwerp|17|0:26:44|0:01:04|0|0:04:05|1|0:21:44|0|0:14:21|0|
155|rejudge_thiz|17|0:26:55|0:03:13|0|0:05:35|0|0:09:06|1|0:16:55|1|
156|qing-ye-se|17|0:26:57|0:01:09|0|0:08:45|0|0:12:23|1|0:21:57|0|
157|Vegetablebirds|17|0:26:59|0:02:51|0|0:09:33|0|0:16:54|0|0:26:59|0|
158|cthulhuden|17|0:27:02|0:27:02|0|0:25:55|0|0:22:00|0|0:09:46|0|
159|muditjain523|17|0:27:04|0:21:51|0|0:27:04|0|0:20:05|0|0:19:32|0|
160|teacher-six|17|0:27:05|0:01:09|0|0:11:10|0|0:07:42|1|0:17:05|1|
161|raggzy|17|0:27:07|0:03:51|0|0:08:38|0|0:17:30|0|0:27:07|0|
162|jerry-zm5|17|0:27:08|0:01:42|0|0:08:23|0|0:16:38|0|0:22:08|1|
163|bai-ci-2m|17|0:27:11|0:00:59|0|0:04:13|0|0:09:08|0|0:22:11|1|
164|Dengxj|17|0:27:14|0:02:19|0|0:06:43|0|0:13:30|0|0:27:14|0|
165|jack-hu-m|17|0:27:15|0:02:01|0|0:06:53|1|0:11:49|0|0:22:15|0|
166|jsshang|17|0:27:18|0:01:35|0|0:06:49|0|0:12:46|0|0:27:18|0|
167|54CVhBa16A|17|0:27:25|0:02:55|0|0:04:57|0|0:10:55|0|0:22:25|1|
168|AnujJadhav|17|0:27:28|0:01:25|0|0:09:44|0|0:18:25|0|0:27:28|0|
169|dinusX|17|0:27:32|0:02:45|0|0:08:22|1|0:14:53|0|0:22:32|0|
170|jszqlew|17|0:27:38|0:01:42|0|0:04:43|0|0:09:33|1|0:17:38|1|
171|fanzhh|17|0:27:49|0:00:51|0|0:03:56|1|0:10:45|1|0:17:49|0|
172|hahahiehie|17|0:28:03|0:01:33|0|0:04:27|0|0:13:57|1|0:23:03|0|
173|zhzho|17|0:28:14|0:02:07|0|0:06:02|0|0:15:43|0|0:23:14|1|
174|lwpyr|17|0:28:24|0:00:55|0|0:05:00|0|0:08:58|0|0:23:24|1|
175|Biswajit_Kaushik|17|0:28:26|0:01:55|0|0:07:17|0|0:16:31|0|0:28:26|0|
176|TheCleanser|17|0:28:28|0:01:28|0|0:14:25|1|0:23:28|0|0:08:05|0|
177|qui2zical-karen8k|17|0:28:29|0:18:29|0|0:17:30|1|0:13:39|1|0:06:03|0|
178|nicholasfoocl|17|0:28:31|0:00:49|0|0:06:09|1|0:18:31|0|0:14:14|1|
179|thuczh|17|0:28:35|0:00:57|0|0:05:08|0|0:10:58|2|0:18:35|0|
180|jigong_test|17|0:28:39|0:19:41|0|0:23:39|0|0:19:00|1|0:10:58|0|
181|perry304|17|0:28:45|0:02:51|0|0:06:41|1|0:11:36|0|0:23:45|0|
182|xph4p|17|0:28:50|0:01:27|0|0:06:18|1|0:13:44|0|0:23:50|0|
183|tomsangotw|17|0:28:50|0:01:28|0|0:06:07|0|0:19:14|0|0:28:50|0|
184|joshuaxiao13|17|0:28:52|0:01:21|0|0:05:41|1|0:10:51|1|0:18:52|0|
185|sshang|17|0:28:56|0:01:27|0|0:08:02|0|0:16:13|1|0:23:56|0|
186|yougzhao|17|0:28:57|0:02:06|0|0:07:22|0|0:15:56|0|0:28:57|0|
187|xie-ding-e-zhi-zhong|17|0:29:00|0:01:22|0|0:10:29|1|0:17:44|0|0:24:00|0|
188|feng-ji-xu-chui-nme|17|0:29:06|0:01:48|0|0:08:36|1|0:16:53|0|0:24:06|0|
189|HobeXD|17|0:29:06|0:10:34|0|0:14:39|0|0:19:06|0|0:09:42|2|
190|thomas-li|17|0:29:06|0:02:04|0|0:03:53|1|0:14:06|0|0:10:27|2|
191|Dracarys_7|17|0:29:10|0:01:12|0|0:10:06|0|0:22:34|0|0:29:10|0|
192|Finesse|17|0:29:16|0:01:21|0|0:05:05|0|0:10:23|1|0:24:16|0|
193|socrates1232|17|0:29:20|0:00:49|0|0:04:33|0|0:09:23|0|0:24:20|1|
194|wu-yan-chun|17|0:29:20|0:01:35|0|0:06:58|0|0:16:09|0|0:29:20|0|
195|01code_x|17|0:29:20|0:05:15|0|0:28:02|0|0:25:33|0|0:29:20|0|
196|not_divyansh|17|0:29:27|0:03:25|0|0:06:25|0|0:23:30|0|0:29:27|0|
197|ywj568-en|17|0:29:27|0:03:22|0|0:08:44|0|0:16:31|0|0:29:27|0|
198|rishabhv__333|17|0:29:34|0:01:44|0|0:08:48|0|0:17:22|1|0:24:34|0|
199|sysulby|17|0:29:35|0:01:01|0|0:03:11|0|0:11:40|2|0:14:35|1|
200|linxiaotian|17|0:29:40|0:00:47|0|0:04:10|0|0:14:52|0|0:24:40|1|
201|w54mmm|17|0:29:47|0:00:52|0|0:04:05|0|0:19:47|0|0:15:47|2|
202|delphih|17|0:29:50|0:01:29|0|0:10:34|1|0:18:24|0|0:24:50|0|
203|xxywlalala|17|0:29:58|0:01:19|0|0:04:27|0|0:13:48|0|0:19:58|2|
204|18o3|17|0:29:58|0:00:47|0|0:04:39|1|0:09:04|1|0:19:58|0|
205|sveng101|17|0:30:02|0:01:57|0|0:11:32|0|0:19:57|0|0:30:02|0|
206|EspoMing|17|0:30:05|0:01:34|0|0:09:45|0|0:19:08|0|0:30:05|0|
207|whym1here|17|0:30:09|0:02:02|0|0:10:51|0|0:18:03|0|0:25:09|1|
208|euyia|17|0:30:12|0:02:05|0|0:06:57|0|0:30:12|0|0:17:05|0|
209|pluckk|17|0:30:15|0:01:06|0|0:07:05|0|0:16:17|0|0:30:15|0|
210|wangdh97|17|0:30:16|0:01:51|0|0:06:05|2|0:11:53|0|0:20:16|0|
211|rain-sure|17|0:30:18|0:01:15|0|0:06:00|1|0:13:39|1|0:20:18|0|
212|ryanguorocket|17|0:30:21|0:00:44|0|0:04:06|1|0:14:28|1|0:20:21|0|
213|cwcu|17|0:30:23|0:02:29|0|0:04:42|0|0:09:41|0|0:25:23|1|
214|Joydeep_99|17|0:30:23|0:15:12|0|0:28:18|0|0:29:33|0|0:30:23|0|
215|adityaatcodeleet|17|0:30:24|0:01:11|0|0:05:22|0|0:17:38|1|0:25:24|0|
216|KoseT|17|0:30:25|0:02:58|0|0:08:37|0|0:15:24|0|0:30:25|0|
217|zd88884096|17|0:30:26|0:01:02|0|0:05:49|2|0:09:28|0|0:15:26|1|
218|yuanchenxi2022|17|0:30:27|0:01:52|0|0:07:18|0|0:13:05|0|0:30:27|0|
219|fangyuan1999|17|0:30:28|0:01:17|0|0:07:00|1|0:13:27|0|0:25:28|0|
220|theonepieceisreal|17|0:30:28|0:02:26|0|0:05:13|0|0:12:36|0|0:25:28|1|
221|Harshkriplani|17|0:30:29|0:01:15|0|0:04:58|0|0:21:01|0|0:30:29|0|
222|AlphaS|17|0:30:35|0:01:47|0|0:04:49|0|0:17:53|0|0:25:35|1|
223|twitch_tv_qiqi_impact|17|0:30:43|0:00:40|0|0:05:33|0|0:21:39|1|0:25:43|0|
224|Rad0miR|17|0:30:48|0:30:48|0|0:27:55|0|0:20:45|0|0:11:34|0|
225|jl1230|17|0:30:51|0:01:30|0|0:10:03|0|0:19:25|1|0:25:51|0|
226|elgir|17|0:30:56|0:02:08|0|0:10:00|1|0:16:27|0|0:25:56|0|
227|qiuyuexiaosan|17|0:30:58|0:20:58|0|0:20:48|0|0:20:39|0|0:16:13|2|
228|_abhishek_1507|17|0:30:59|0:30:59|0|0:29:18|0|0:26:15|0|0:20:37|0|
229|edcedc|17|0:31:00|0:13:06|0|0:12:49|0|0:25:11|1|0:26:00|0|
230|xi-jun-xiao-zi|17|0:31:00|0:00:52|0|0:06:33|0|0:20:03|1|0:26:00|0|
231|freakybud23|17|0:31:02|0:04:39|0|0:31:02|0|0:22:36|0|0:27:59|0|
232|zhang-yong-lin|17|0:31:07|0:01:45|0|0:09:55|0|0:17:07|0|0:31:07|0|
233|cjy-e|17|0:31:14|0:01:06|0|0:06:40|0|0:15:28|2|0:21:14|0|
234|agix|17|0:31:15|0:00:57|0|0:05:30|0|0:12:07|0|0:31:15|0|
235|ps1p4204196hru|17|0:31:15|0:02:29|0|0:07:39|0|0:14:36|0|0:26:15|1|
236|yrclamb|17|0:31:18|0:01:41|0|0:05:43|0|0:11:05|1|0:21:18|1|
237|fan_hadoop|17|0:31:22|0:23:33|0|0:23:48|0|0:26:22|1|0:23:21|0|
238|escottrose01|17|0:31:25|0:03:19|0|0:06:22|0|0:12:33|1|0:21:25|1|
239|DrunkTemplar|17|0:31:28|0:01:04|0|0:04:39|0|0:17:31|1|0:26:28|0|
240|minohcity|17|0:31:29|0:01:18|0|0:05:23|0|0:12:32|0|0:31:29|0|
241|G9qTcpNfwQ|17|0:31:29|0:01:10|0|0:05:29|0|0:11:29|1|0:21:29|1|
242|masteralphi|17|0:31:30|0:01:09|0|0:26:30|0|0:10:16|0|0:21:37|1|
243|zio-z|17|0:31:36|0:00:58|0|0:05:19|0|0:21:36|2|0:11:28|0|
244|chalkydoge|17|0:31:37|0:02:57|0|0:07:23|1|0:16:53|1|0:21:37|0|
245|fuwutu|17|0:31:50|0:01:25|0|0:09:37|1|0:17:43|0|0:26:50|0|
246|kotlinc|17|0:31:53|0:01:51|0|0:10:52|0|0:20:20|0|0:31:53|0|
247|TacoShiba|17|0:31:56|0:00:40|0|0:04:25|1|0:11:19|1|0:16:56|1|
248|josh7788|17|0:31:58|0:26:58|0|0:06:41|0|0:16:45|0|0:25:27|1|
249|SathvikGoud|17|0:32:02|0:01:22|0|0:06:41|0|0:32:02|0|0:20:26|0|
250|Rohitcoders|17|0:32:03|0:02:44|0|0:09:55|0|0:26:25|0|0:32:03|0|
251|robta00|17|0:32:09|0:02:32|0|0:07:24|1|0:13:54|0|0:22:09|1|
252|xin-xiang-yuan-fang|17|0:32:13|0:01:06|0|0:09:39|0|0:15:44|0|0:27:13|1|
253|Acane|17|0:32:36|0:01:08|0|0:04:28|0|0:10:01|1|0:22:36|1|
254|shaheen_bd|17|0:32:41|0:02:15|0|0:11:00|0|0:22:03|0|0:32:41|0|
255|phoenix030821|17|0:33:05|0:01:51|0|0:07:55|1|0:16:59|0|0:28:05|0|
256|gonglinyuan|17|0:33:09|0:02:00|0|0:06:31|0|0:12:37|0|0:33:09|0|
257|zhangsz1998|17|0:33:14|0:03:41|0|0:11:03|0|0:17:54|0|0:28:14|1|
258|cyzh|17|0:33:17|0:01:52|1|0:08:55|0|0:15:17|0|0:28:17|0|
259|Molotfi|17|0:33:18|0:01:57|0|0:06:41|1|0:13:13|0|0:23:18|1|
260|maverik_coder|17|0:33:20|0:03:01|0|0:10:15|1|0:21:33|0|0:28:20|0|
261|mirrorLyric135|17|0:33:23|0:02:04|0|0:07:45|1|0:15:21|0|0:28:23|0|
262|NK-|17|0:33:24|0:04:02|0|0:03:51|1|0:08:19|1|0:13:24|2|
263|SBofGaySchool|17|0:33:26|0:01:50|0|0:08:47|0|0:13:26|1|0:28:26|0|
264|y_zhou|17|0:33:26|0:01:05|0|0:07:09|1|0:18:07|1|0:23:26|0|
265|jeremyzhang96|17|0:33:27|0:01:31|0|0:11:56|0|0:20:30|0|0:33:27|0|
266|0ng|17|0:33:33|0:01:47|0|0:05:18|1|0:28:33|0|0:14:58|0|
267|yiqunoy|17|0:33:37|0:01:50|0|0:07:30|0|0:22:05|0|0:33:37|0|
268|rokanor|17|0:33:44|0:02:28|0|0:11:04|1|0:19:47|0|0:28:44|0|
269|EternalBlue1998|17|0:33:46|0:00:52|0|0:12:25|1|0:23:02|0|0:28:46|0|
270|TheRaven|17|0:33:49|0:11:44|0|0:17:35|0|0:24:28|0|0:33:49|0|
271|shua-shua-bi-sai-er-yi|17|0:33:49|0:33:49|0|0:32:19|0|0:24:28|0|0:16:03|0|
272|darksoul26|17|0:33:54|0:02:09|0|0:27:49|0|0:18:53|1|0:28:54|0|
273|szp14|17|0:34:00|0:01:06|0|0:05:10|0|0:10:19|0|0:34:00|0|
274|yuker|17|0:34:01|0:01:41|0|0:06:58|0|0:14:18|1|0:24:01|1|
275|kchong0506|17|0:34:11|0:02:15|0|0:15:28|0|0:29:11|1|0:23:51|0|
276|kamio_misuzu|17|0:34:19|0:18:24|0|0:18:41|0|0:18:31|0|0:24:19|2|
277|reverent-johnsonyfn|17|0:34:22|0:01:49|0|0:07:34|1|0:12:33|0|0:19:22|2|
