Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (6)
1|Heltion|18|0:16:56|0:01:39|0|0:04:05|0|0:09:07|0|0:16:56|0|
32|MaskRay|18|0:43:34|0:12:35|0|0:12:31|0|0:26:06|0|0:38:34|1|
33|deadRabbit|18|0:43:39|0:03:23|0|0:11:35|0|0:19:03|0|0:43:39|0|
34|tiger2005|18|0:43:56|0:01:12|0|0:29:58|0|0:10:31|1|0:33:56|1|
35|rtmkz|18|0:44:28|0:02:44|0|0:24:22|0|0:32:32|1|0:39:28|0|
36|vibrant-mayerhct|18|0:45:31|0:01:27|0|0:04:43|0|0:13:50|0|0:45:31|0|
37|Rhodoks|18|0:45:40|0:40:40|0|0:38:52|0|0:33:39|1|0:24:51|0|
38|XKTZ|18|0:46:13|0:01:57|0|0:09:32|1|0:19:49|0|0:36:13|1|
39|thuczh|18|0:46:47|0:01:46|0|0:10:42|1|0:23:32|0|0:41:47|0|
40|megurine|18|0:46:50|0:02:26|0|0:13:05|2|0:25:55|0|0:36:50|0|
41|Kude|18|0:47:37|0:02:36|0|0:05:52|0|0:24:46|2|0:37:37|0|
42|watashi|18|0:47:54|0:01:42|0|0:06:56|0|0:17:07|0|0:42:54|1|
43|lympanda|18|0:48:26|0:05:52|0|0:03:29|0|0:13:58|0|0:33:26|3|
44|justdoit2|18|0:49:37|0:40:59|0|0:41:07|0|0:44:37|1|0:40:40|0|
45|nevergiveup|18|0:50:10|0:03:24|0|0:33:21|0|0:24:53|0|0:50:10|0|
46|sweetpotato2|18|0:50:10|0:03:54|0|0:11:46|0|0:22:15|1|0:40:10|1|
47|areke|18|0:51:00|0:01:34|0|0:10:49|0|0:28:24|0|0:51:00|0|
48|newhar|18|0:51:20|0:02:56|0|0:07:42|0|0:21:21|0|0:41:20|2|
49|mastoori1234|18|0:51:41|0:23:12|0|0:46:41|0|0:40:45|1|0:19:48|0|
50|SaveVMK|18|0:52:07|0:02:23|0|0:04:25|0|0:19:25|0|0:42:07|2|
51|farmerboy|18|0:53:12|0:02:39|0|0:12:26|0|0:25:17|1|0:48:12|0|
52|gooday-3|18|0:53:32|0:04:10|0|0:08:14|0|0:19:57|0|0:48:32|1|
53|milesian-c|18|0:53:33|0:04:24|0|0:37:05|0|0:23:35|2|0:43:33|0|
54|jinmingli|18|0:54:11|0:02:00|0|0:11:57|0|0:44:11|1|0:32:23|1|
55|di-shou|18|0:54:17|0:01:42|0|0:12:50|1|0:24:52|0|0:44:17|1|
56|racsosabe|18|0:54:25|0:02:13|0|0:04:18|0|0:10:45|1|0:34:25|3|
57|lee0560|18|0:54:58|0:03:51|0|0:10:30|0|0:26:55|0|0:39:58|3|
58|knarf|18|0:56:04|0:03:30|0|0:15:07|0|0:32:05|0|0:51:04|1|
59|jeemzz147|18|0:56:08|0:02:36|0|0:07:39|0|0:24:08|0|0:56:08|0|
60|ecstatic-noether648|18|0:56:18|0:03:22|0|0:08:22|1|0:25:07|1|0:41:18|1|
61|Xuderian|18|0:56:23|0:03:43|0|0:13:04|2|0:17:06|0|0:36:23|2|
62|xbr|18|0:58:06|0:04:48|0|0:13:16|0|0:33:15|1|0:48:06|1|
63|acfboy|18|0:58:18|0:02:44|0|0:06:55|0|0:28:43|2|0:43:18|1|
64|Yawn_Sean|18|0:58:35|0:01:13|0|0:07:00|1|0:28:35|4|0:27:17|1|
65|tonghuikang|18|0:59:22|0:01:20|0|0:08:46|0|0:25:54|1|0:49:22|1|
66|qiye-5|18|1:00:17|0:04:06|0|0:08:06|0|0:40:51|0|0:50:17|2|
67|solene|18|1:00:20|0:06:04|1|0:12:52|0|0:21:47|0|0:40:20|3|
68|xi-jun-xiao-zi|18|1:00:32|0:01:32|0|0:07:53|0|0:50:32|1|0:33:21|1|
69|wengh|18|1:00:40|0:01:40|0|0:08:51|1|0:32:02|0|0:45:40|2|
70|einstein-b|18|1:00:44|0:02:53|0|0:10:43|0|0:24:44|1|0:45:44|2|
71|fangyuan1999|18|1:01:17|0:04:53|0|0:12:06|0|0:29:42|0|0:56:17|1|
72|n124345679976|18|1:01:19|0:01:49|0|0:06:43|0|0:16:20|2|0:46:19|1|
73|usephysics|18|1:02:36|0:01:49|0|0:04:30|0|0:57:36|1|0:36:43|0|
74|serene-torvalds38a|18|1:02:40|0:03:40|0|0:06:05|0|0:29:07|2|0:47:40|1|
75|grby|18|1:03:15|0:33:38|0|0:33:30|0|0:33:25|0|1:03:15|0|
76|JeffreyLC|18|1:03:33|0:01:36|0|0:05:34|0|0:26:11|1|0:53:33|1|
77|tylerwang|18|1:03:44|0:36:01|0|0:31:19|0|0:21:16|0|0:58:44|1|
78|tsreaper|18|1:03:49|0:01:42|0|0:53:49|1|0:26:42|0|0:46:29|1|
79|qqwqert007|18|1:04:03|0:01:21|0|0:07:25|0|0:24:26|0|0:49:03|3|
80|z_b|18|1:04:39|0:06:41|0|0:12:01|0|0:44:32|0|1:04:39|0|
81|balakrishnan_v|18|1:04:49|0:03:01|0|0:14:06|1|0:31:00|1|0:49:49|1|
82|CE_RE_WAyitiaolong|18|1:05:10|0:03:23|0|0:25:46|0|0:44:33|0|1:05:10|0|
83|cuiwanyun|18|1:05:28|0:05:00|0|0:11:52|1|0:33:53|0|1:00:28|0|
84|isuda|18|1:05:41|1:04:59|0|1:05:16|0|1:05:28|0|1:05:41|0|
85|sun-man-man|18|1:07:13|0:02:53|0|0:47:13|1|0:23:40|2|0:42:54|1|
86|afhi|18|1:07:41|0:05:18|0|0:10:15|0|0:27:18|1|0:47:41|3|
87|long-brogia|18|1:08:37|0:03:32|0|0:07:19|0|0:27:16|0|0:53:37|3|
88|aaronyen|18|1:09:16|0:01:38|0|0:12:57|1|0:34:46|1|0:59:16|0|
89|meng-hsuan|18|1:11:26|0:05:59|1|0:26:14|0|0:49:01|1|1:01:26|0|
90|maooooam|18|1:12:02|0:46:05|0|0:44:04|1|0:52:02|3|0:18:23|0|
91|coderdhanraj|18|1:12:23|0:05:32|0|0:10:30|1|0:30:50|1|0:52:23|2|
92|yoochun|18|1:12:28|0:03:10|0|0:08:49|0|0:30:50|2|1:02:28|0|
93|ddmike|18|1:12:39|0:04:50|0|0:21:20|0|0:35:33|0|1:07:39|1|
94|zero-hm|18|1:12:47|0:06:53|0|0:16:56|0|0:35:34|0|1:02:47|2|
95|squishybanana04|18|1:13:08|0:02:29|0|0:07:11|0|0:17:08|0|0:58:08|3|
96|chuan-chih|18|1:13:13|0:05:04|0|0:07:31|0|0:42:10|1|1:08:13|0|
97|dumbunny8128|18|1:13:14|0:03:31|0|0:06:20|0|0:29:06|0|1:08:14|1|
98|qing-ye-se|18|1:13:17|0:01:47|0|0:08:50|0|0:30:34|1|1:08:17|0|
99|GroWIng_|18|1:13:22|0:02:31|0|0:18:45|0|0:30:11|0|1:13:22|0|
100|finite_automaton_enthusiast|18|1:14:00|0:03:54|0|0:25:14|3|0:35:51|0|0:49:00|2|
101|han3000|18|1:14:09|0:02:17|0|0:35:52|2|0:29:37|1|0:59:09|0|
102|hahahiehie|18|1:14:18|0:03:34|0|0:59:18|0|0:30:28|1|0:53:19|2|
103|user2937Vz|18|1:14:22|0:04:13|0|0:11:47|0|0:29:43|0|1:09:22|1|
104|Sariabell|18|1:14:35|0:02:30|0|0:11:09|0|0:49:58|1|1:09:35|0|
105|Giraffe_Coder|18|1:14:51|0:01:51|0|0:07:02|0|0:27:18|3|0:49:51|2|
106|sshang|18|1:14:51|0:02:40|0|0:08:19|1|0:38:33|0|1:09:51|0|
107|CoolMaoKu|18|1:15:07|0:03:51|0|0:10:28|1|0:44:41|1|1:05:07|0|
108|JiaLiLue|18|1:16:09|0:02:34|0|0:12:24|1|0:38:14|0|1:01:09|2|
109|arghyadeep_coder|18|1:16:20|0:06:14|0|0:08:53|0|0:23:25|1|1:06:20|1|
110|sveng101|18|1:16:24|0:10:32|0|0:19:46|0|1:11:24|0|0:37:48|1|
111|ding-fei-5|18|1:16:55|0:10:24|0|0:24:16|0|0:37:46|2|1:06:55|0|
112|rigAngle|18|1:17:03|0:02:52|0|0:12:25|0|0:23:49|0|1:17:03|0|
113|fuggingBad|18|1:17:09|0:04:20|0|0:51:27|0|0:39:55|1|1:12:09|0|
114|profchi|18|1:17:32|0:06:09|0|0:16:36|2|0:41:16|1|0:57:32|1|
115|NEU20133823|18|1:18:21|0:02:26|0|0:06:04|0|0:14:40|0|1:03:21|3|
116|kzyKT|18|1:18:54|0:01:59|0|0:13:18|1|0:28:33|2|0:58:54|1|
117|chinesedfan|18|1:19:21|0:37:14|0|0:37:24|0|0:44:48|1|1:09:21|1|
118|T_Stream|18|1:19:29|0:04:14|0|0:11:24|1|0:34:53|1|1:04:29|1|
119|ahmad_salah|18|1:19:52|0:04:07|0|0:34:23|0|0:26:01|0|1:14:52|1|
120|Misakaku|18|1:20:16|0:06:19|0|0:11:53|0|0:39:28|0|1:20:16|0|
121|jiangjinjinyxt|18|1:21:14|0:14:43|0|0:14:47|0|0:42:41|0|1:16:14|1|
122|kphmd|18|1:22:26|0:03:34|0|0:18:10|0|0:47:06|0|1:12:26|2|
123|zwling|18|1:22:32|0:02:03|0|0:10:18|0|0:35:36|1|1:07:32|2|
124|angelbeats|18|1:22:51|0:02:47|0|0:08:18|0|1:07:51|1|0:49:45|2|
125|2499370956|18|1:23:39|0:06:03|0|0:12:32|0|1:07:15|0|1:18:39|1|
126|ethanrao|18|1:24:28|1:19:28|0|1:10:47|0|1:15:05|0|1:10:08|1|
127|kirayoshikagekiller02|18|1:24:44|0:01:49|0|0:24:02|0|0:43:12|1|0:59:44|4|
128|sobhagya_sd|18|1:25:18|0:05:03|0|0:19:48|2|0:43:13|0|1:10:18|1|
129|danielchandg|18|1:25:36|0:01:15|0|0:10:10|0|0:54:15|2|1:05:36|2|
130|anil9717|18|1:25:48|0:02:57|0|0:20:39|0|1:10:48|3|0:39:57|0|
131|doom-6|18|1:26:20|0:01:44|0|0:12:17|0|0:37:25|2|1:16:20|0|
132|zanj0|18|1:26:29|0:02:12|0|0:05:27|0|0:35:44|3|1:01:29|2|
133|AlphaS|18|1:26:34|0:03:17|0|0:08:30|1|0:21:14|1|1:01:34|3|
134|hehaodele|18|1:27:24|0:41:07|0|0:37:01|0|0:18:18|1|1:12:24|2|
135|gua6-|18|1:27:25|0:02:14|0|0:10:00|0|0:31:59|1|1:07:25|3|
136|satyarthP|18|1:27:51|0:03:21|0|0:12:45|0|0:36:57|1|1:17:51|1|
137|Fmindex|18|1:28:22|0:03:09|0|0:19:43|0|0:45:28|1|1:18:22|1|
138|cyzh|18|1:29:06|0:02:15|0|0:10:19|0|0:56:11|1|1:19:06|1|
139|Yao_Yin|18|1:29:43|0:02:52|0|0:51:40|1|0:32:01|1|1:19:43|0|
140|ymghtzjzbssny|18|1:29:47|0:07:48|0|0:20:12|0|0:41:26|0|1:29:47|0|
141|dontcallmepandey|18|1:30:10|0:03:53|0|0:17:17|1|0:33:17|0|1:15:10|2|
142|hliu94|18|1:30:14|0:04:13|0|0:19:20|0|1:03:40|1|1:25:14|0|
143|hesorchen|18|1:30:54|0:07:53|0|0:17:18|0|0:49:46|0|1:20:54|2|
144|tanakat01|18|1:30:55|0:04:37|0|0:13:50|1|0:42:00|2|1:00:55|3|
145|TianZai|18|1:31:21|0:05:41|0|0:15:02|0|0:43:58|2|1:16:21|1|
146|sysulby|18|1:31:27|0:02:29|0|1:06:27|3|0:24:32|1|0:42:20|1|
147|sleepybag|18|1:31:42|0:04:59|0|0:17:36|4|0:37:07|2|0:56:42|1|
148|brinuke|18|1:32:19|0:07:49|0|0:17:54|0|1:27:19|0|1:00:45|1|
149|Rad0miR|18|1:32:54|0:04:36|0|0:39:04|1|0:42:57|0|1:12:54|3|
150|geek_geek|18|1:32:57|0:06:11|2|0:17:14|0|0:41:36|0|1:12:57|2|
151|suili|18|1:33:12|0:04:29|0|0:10:10|0|0:46:27|1|1:23:12|1|
152|huanglanzhiguan|18|1:33:31|0:02:46|0|0:16:31|0|0:38:12|1|1:08:31|4|
153|WHJ425|18|1:34:12|0:05:44|0|0:17:49|0|0:58:25|1|1:24:12|1|
154|tonyli0000|18|1:34:26|0:01:20|0|0:05:56|0|0:36:01|3|1:09:26|2|
155|maxd-3|18|1:34:38|0:02:21|0|0:23:07|1|0:43:00|0|1:24:38|1|
156|sumy7|18|1:34:39|0:02:55|0|0:18:55|0|0:52:33|1|1:24:39|1|
157|iamnull|18|1:34:56|0:03:21|0|0:15:20|1|0:38:19|0|1:19:56|2|
158|kpole|18|1:35:28|0:17:05|0|0:21:58|0|0:37:36|0|1:10:28|5|
159|SohamKanji|18|1:35:46|0:02:13|0|0:19:28|0|0:38:33|1|1:15:46|3|
160|rauschaj|18|1:36:02|0:01:53|0|0:11:15|0|0:57:07|2|1:26:02|0|
161|zhzho|18|1:36:02|0:01:33|0|0:18:39|0|0:47:25|2|1:16:02|2|
162|dafeng-3|18|1:36:03|0:04:43|0|0:11:28|1|0:57:31|1|1:26:03|0|
163|Priyanshu236|18|1:37:37|0:02:01|0|0:18:47|0|0:37:11|2|1:27:37|0|
164|HcVAHovxGN|18|1:37:44|0:01:30|0|0:07:22|0|0:49:07|2|1:17:44|2|
165|tiankonguse|18|1:38:24|0:02:34|0|0:23:35|0|0:45:45|1|1:23:24|2|
166|pasricha_dhruv|18|1:38:39|0:01:43|0|0:46:56|0|0:54:29|2|1:13:39|3|
167|paigulong|18|1:38:59|0:01:30|0|0:04:00|0|1:18:59|4|1:10:30|0|
168|agoni-1|18|1:39:12|0:03:30|0|0:14:23|0|0:42:43|2|1:09:12|4|
169|wssx349|18|1:39:32|0:01:26|0|0:13:51|0|0:51:40|4|1:09:32|2|
170|pya|18|1:40:09|0:10:52|0|0:34:41|0|0:51:27|1|1:25:09|2|
171|daydayUppp|18|1:40:29|0:59:03|0|0:58:52|0|1:04:28|4|1:10:29|2|
172|KyouMoKawaii|18|1:40:59|0:02:56|0|0:27:32|4|0:36:42|0|0:55:59|5|
173|inversionpeter|18|1:41:27|0:02:46|0|0:28:36|1|0:49:14|0|1:21:27|3|
174|EricTsengTy|18|1:41:28|0:04:04|0|0:10:59|0|1:21:28|3|1:17:09|1|
175|ljy-r|18|1:42:17|0:05:04|0|0:25:20|0|1:08:34|3|1:27:17|0|
176|jzhsh1735|18|1:42:30|0:08:00|0|0:19:45|0|1:11:56|2|1:27:30|1|
177|Time-limit-exceed|18|1:43:26|0:07:03|0|0:44:21|0|0:41:49|2|1:18:26|3|
178|flash500|18|1:43:44|0:02:41|0|0:24:33|2|1:23:44|1|1:05:34|1|
179|Attttrx|18|1:44:18|0:05:48|0|0:17:42|1|0:54:26|1|1:24:18|2|
180|jwolf20|18|1:46:55|0:02:06|0|0:48:54|1|0:43:02|1|1:16:55|4|
181|jian-nan-chun-2|18|1:47:15|0:01:49|0|0:16:27|1|0:45:28|3|1:12:15|3|
182|NbbAndXdd|18|1:47:44|0:05:24|0|0:11:44|0|0:42:03|1|1:27:44|3|
183|mon3ter|18|1:48:07|0:02:26|0|1:23:07|1|0:30:51|0|1:09:07|4|
184|singh_deopa|18|1:49:48|0:03:38|0|0:16:44|0|0:56:26|4|1:19:48|2|
185|hcseo|18|1:50:01|0:21:40|0|0:19:08|0|0:16:53|0|1:25:01|5|
186|edcedc|18|1:50:32|0:05:16|0|0:18:57|0|1:25:32|4|1:08:14|1|
187|hayoung0_0|18|1:50:38|0:02:04|0|0:17:34|1|0:43:40|3|1:10:38|4|
188|eloquent-carson9uc|18|1:50:57|1:25:57|0|1:23:59|1|1:19:51|3|1:00:34|1|
189|9646516|18|1:50:58|0:02:42|0|0:24:53|3|1:01:16|1|1:25:58|1|
190|freya-6|18|1:51:19|1:01:11|0|1:01:04|0|1:18:25|4|1:21:19|2|
191|linxiaotian|18|1:51:37|0:01:59|0|0:33:07|2|0:51:47|2|1:16:37|3|
192|meng-aeh|18|1:53:02|0:07:02|0|0:13:13|0|0:42:58|3|1:23:02|3|
193|Night_Shade|18|1:53:29|0:02:06|0|0:10:18|0|0:28:57|3|0:58:29|8|
194|lfsszxj|18|1:53:54|0:09:41|0|0:09:38|0|0:37:57|5|1:08:54|4|
195|RightHandElf|18|1:55:56|0:01:27|0|0:12:02|1|1:09:54|4|1:25:56|1|
196|gradesking|18|1:56:11|0:02:01|0|0:44:13|3|1:11:11|5|0:25:50|1|
197|hkhzzz|18|1:56:59|0:02:26|0|0:10:25|0|1:21:59|4|0:36:48|3|
198|sdcgvhgj|18|1:58:13|0:02:58|0|0:22:42|2|0:34:04|1|1:23:13|4|
199|green_pig|18|1:59:09|0:01:35|0|0:09:49|0|0:42:06|1|1:24:09|6|
200|bladerunner123|18|2:00:50|0:03:04|0|0:16:32|0|0:52:20|4|1:20:50|4|
201|1926817|18|2:01:26|0:03:02|0|0:14:55|0|0:32:12|3|1:21:26|5|
202|liupengsay|18|2:04:54|0:23:39|0|0:26:08|1|0:41:35|4|1:04:54|7|
203|deepansh10|18|2:05:25|0:01:47|0|0:11:58|1|0:40:11|3|1:20:25|5|
204|mirrorLyric135|18|2:09:07|0:07:11|0|0:54:48|0|0:41:56|3|1:29:07|5|
205|dawnmagnet|18|2:13:05|0:01:34|0|0:33:13|4|1:09:14|5|1:28:05|0|
206|kwbdlhisq|18|2:17:27|0:05:24|1|0:21:33|1|1:10:09|6|1:27:27|2|
207|owo_owo|15|1:47:52|-1|-1|1:27:52|0|1:12:16|1|0:55:16|3|
208|hank55663|13|0:21:26|0:01:18|0|0:08:04|0|-1|-1|0:21:26|0|
209|NK-|13|0:32:15|0:01:15|0|0:16:50|0|-1|-1|0:27:15|1|
210|qeetcode|13|0:34:06|0:03:05|0|0:09:52|0|-1|-1|0:34:06|0|
211|Glukua|13|0:39:34|0:02:12|0|0:09:33|0|-1|-1|0:34:34|1|
212|__declspec|13|0:43:09|0:01:29|0|0:10:01|1|-1|-1|0:33:09|1|
213|fxfxxxfxx|13|0:44:26|0:02:17|0|0:18:02|1|-1|-1|0:39:26|0|
214|zrts|13|0:47:12|0:04:01|0|0:08:06|0|-1|-1|0:32:12|3|
215|han-zhi-ken-qi|13|0:52:57|0:02:38|0|0:14:58|0|-1|-1|0:52:57|0|
216|tej997|13|0:53:01|0:04:29|0|0:17:12|0|-1|-1|0:48:01|1|
217|jogarao_|13|0:55:04|0:46:55|0|0:50:04|0|-1|-1|0:36:59|1|
218|wangzirui|13|0:57:44|0:02:36|0|0:30:35|0|-1|-1|0:52:44|1|
219|lqybzx|13|0:57:54|0:03:07|0|0:11:53|1|-1|-1|0:52:54|0|
220|Rook_Lift|13|1:00:46|0:02:12|0|0:08:08|0|-1|-1|0:55:46|1|
221|harttle|13|1:01:36|0:04:17|0|0:12:33|0|-1|-1|0:56:36|1|
222|DansGame|13|1:04:04|0:03:17|0|0:07:35|0|-1|-1|0:59:04|1|
223|chiakimio|13|1:04:19|0:01:54|0|0:11:55|0|-1|-1|0:59:19|1|
224|xiaoping3418|13|1:04:39|0:10:39|0|0:28:59|0|-1|-1|0:59:39|1|
225|rlangdon95|13|1:05:33|0:11:59|2|0:20:28|0|-1|-1|0:45:33|2|
226|asaxin|13|1:06:37|0:03:44|0|0:13:50|0|-1|-1|0:56:37|2|
227|swift51385|13|1:07:42|0:03:52|0|0:27:11|0|-1|-1|0:57:42|2|
228|Satj|13|1:10:08|1:05:08|0|1:01:07|0|-1|-1|0:26:17|1|
229|chgliu|13|1:12:10|0:03:20|0|0:24:17|0|-1|-1|1:02:10|2|
230|abdulrahman27|13|1:12:11|0:04:10|0|0:31:39|1|-1|-1|1:07:11|0|
231|simpleson|13|1:12:44|0:03:29|0|0:14:20|0|-1|-1|1:07:44|1|
232|ye-lai-feng-xie-yi-ming-lang-4|13|1:13:49|0:09:01|0|0:22:38|0|-1|-1|1:08:49|1|
233|radiancesheep|13|1:14:04|0:02:05|0|0:05:33|0|-1|-1|0:54:04|4|
234|inal2012|13|1:14:13|0:04:36|0|0:13:32|0|-1|-1|0:59:13|3|
235|ndtthanh214|13|1:14:32|0:42:12|0|0:54:32|0|-1|-1|0:38:56|4|
236|soysc|13|1:15:36|0:04:51|0|0:14:10|0|-1|-1|1:05:36|2|
237|lycsq|13|1:15:58|0:02:58|0|0:19:42|0|-1|-1|1:10:58|1|
238|0222_|13|1:17:07|0:03:08|0|0:10:00|0|-1|-1|1:12:07|1|
239|yufan|13|1:17:16|0:10:02|0|0:27:28|0|-1|-1|1:17:16|0|
240|Karthikeya04|13|1:18:39|0:53:35|0|1:08:39|0|-1|-1|0:50:02|2|
241|linkedarray|13|1:18:39|0:10:00|0|0:20:59|0|-1|-1|1:18:39|0|
242|RohitChandraG|13|1:18:46|0:15:07|0|0:45:41|1|-1|-1|1:08:46|1|
243|hu-kai-jun-3|13|1:19:30|0:06:22|0|0:23:41|0|-1|-1|1:14:30|1|
244|seedjyh|13|1:20:11|0:01:59|0|0:20:27|1|-1|-1|1:10:11|1|
245|raincoat911|13|1:20:44|0:02:24|0|0:10:46|0|-1|-1|1:05:44|3|
246|tigran3|13|1:20:55|0:20:57|0|0:39:21|1|-1|-1|1:10:55|1|
247|hexie3605|13|1:21:06|0:05:42|0|0:16:19|0|-1|-1|1:06:06|3|
248|AibarPLsReshaiCodeforces|13|1:21:31|0:03:04|0|0:06:39|0|-1|-1|1:01:31|4|
249|chien-yu|13|1:21:47|0:16:38|0|0:27:48|0|-1|-1|1:21:47|0|
250|stNW4za0h5|13|1:22:12|0:37:48|0|0:57:12|3|-1|-1|0:33:33|2|
251|hoboom|13|1:22:45|0:08:47|0|0:26:05|0|-1|-1|1:17:45|1|
252|black-nw|13|1:23:17|0:03:22|0|0:21:29|0|-1|-1|1:13:17|2|
253|volodymyr_k|13|1:23:25|0:06:42|0|0:17:20|0|-1|-1|1:13:25|2|
254|Nitin__Saini|13|1:24:33|0:03:00|0|0:15:15|1|-1|-1|1:04:33|3|
255|gejin-k|13|1:24:36|0:03:13|0|0:08:01|0|-1|-1|1:09:36|3|
256|user7398Fc|13|1:24:41|0:03:22|0|0:14:37|0|-1|-1|1:24:41|0|
257|zackdos|13|1:25:00|0:07:54|0|0:24:33|0|-1|-1|1:10:00|3|
258|zhong-yu-ping-fan|13|1:25:15|0:03:20|0|0:33:51|1|-1|-1|1:20:15|0|
259|yifan-393|13|1:25:43|0:02:56|0|0:17:37|0|-1|-1|1:00:43|5|
260|flyingrabbit|13|1:26:13|0:09:04|1|0:15:49|0|-1|-1|1:16:13|1|
261|jzz2_0|13|1:26:29|1:21:29|0|1:17:46|0|-1|-1|0:42:35|1|
262|hero777|13|1:26:58|0:04:50|0|0:35:06|0|-1|-1|1:26:58|0|
263|i2omantic-7amport|13|1:27:22|0:05:11|0|0:24:02|0|-1|-1|1:07:22|4|
264|evancui|13|1:27:46|0:09:01|0|1:12:46|1|-1|-1|0:56:15|2|
265|xinyzy|13|1:28:20|0:05:22|1|0:17:40|0|-1|-1|1:08:20|3|
266|gomamon|13|1:28:21|0:01:57|0|0:26:03|1|-1|-1|1:18:21|1|
267|envyaims|13|1:31:09|0:01:42|0|0:33:09|3|-1|-1|1:01:09|3|
268|user5999i|13|1:31:16|0:08:27|0|0:17:21|0|-1|-1|1:21:16|2|
269|SpecialBeing|13|1:31:57|0:05:59|0|0:31:09|1|-1|-1|1:26:57|0|
270|k3232908|13|1:34:31|0:03:12|0|0:10:14|0|-1|-1|1:14:31|4|
271|khangai11|13|1:34:53|0:03:17|0|0:20:25|0|-1|-1|1:24:53|2|
272|RyanP|13|1:35:36|0:04:19|0|0:25:37|0|-1|-1|1:25:36|2|
273|robot00010086|13|1:37:36|0:34:25|1|0:43:10|1|-1|-1|1:17:36|2|
274|avvesome-cerf7oc|13|1:39:44|1:15:01|2|1:04:17|0|-1|-1|1:19:44|2|
275|hansman|13|1:39:51|0:07:17|0|0:18:42|0|-1|-1|1:14:51|5|
276|th_loading|13|1:41:11|1:21:11|0|1:18:36|4|-1|-1|0:20:15|0|
277|nfty19|13|1:41:45|0:10:28|1|0:25:29|0|-1|-1|1:16:45|4|
278|jianzuan|13|1:43:22|1:07:28|0|1:18:22|1|-1|-1|0:35:09|4|
279|LZQiao|13|1:46:21|0:04:15|0|0:36:29|3|-1|-1|1:11:21|4|
280|Prafull1kumar|13|1:48:42|0:05:33|0|0:10:54|0|-1|-1|1:28:42|4|
281|PeterZhou|13|1:50:54|0:46:18|1|1:01:13|0|-1|-1|1:25:54|4|
282|hongta|13|1:52:46|0:02:10|0|0:18:13|1|-1|-1|1:27:46|4|
