Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (6)
1|numb3r5|18|0:07:57|0:07:30|0|0:07:48|0|0:07:37|0|0:07:57|0|
42|nifty-mayer|18|0:20:14|0:02:17|0|0:07:01|0|0:11:26|0|0:20:14|0|
43|pku_erutan|18|0:20:17|0:01:30|0|0:08:06|0|0:11:54|0|0:20:17|0|
44|skyflaming|18|0:20:19|0:01:40|0|0:15:19|1|0:07:17|0|0:13:35|0|
45|qeetcode|18|0:20:21|0:02:27|0|0:03:54|0|0:12:25|0|0:20:21|0|
46|cai_lw|18|0:20:22|0:02:55|0|0:20:22|0|0:08:46|0|0:17:22|0|
47|emthrm|18|0:20:38|0:01:28|0|0:03:26|0|0:08:05|1|0:15:38|0|
48|shakibahmed01999|18|0:20:54|0:02:15|0|0:04:41|0|0:08:50|0|0:20:54|0|
49|shawnxi|18|0:20:57|0:02:41|0|0:05:54|0|0:11:12|0|0:20:57|0|
50|qqwqert007|18|0:21:12|0:01:59|0|0:05:23|0|0:11:19|0|0:21:12|0|
51|MtSaka|18|0:22:12|0:02:13|0|0:08:31|0|0:11:37|0|0:17:12|1|
52|MagentaCobra|18|0:22:18|0:01:47|0|0:05:06|0|0:08:56|0|0:22:18|0|
53|Chelsea_Liu|18|0:22:20|0:17:20|1|0:07:38|0|0:02:27|0|0:06:10|0|
54|silvertint10|18|0:22:28|0:03:04|0|0:05:11|0|0:09:21|0|0:22:28|0|
55|wincss|18|0:22:35|0:02:42|0|0:03:54|0|0:07:28|0|0:22:35|0|
56|penguinhacker|18|0:22:37|0:01:27|0|0:05:23|1|0:07:41|1|0:12:37|0|
57|CZSNB|18|0:22:37|0:01:52|0|0:05:13|0|0:08:42|1|0:17:37|0|
58|primeg|18|0:22:43|0:03:25|0|0:06:17|0|0:12:00|0|0:22:43|0|
59|Looking_up_at_the_starry_sky|18|0:22:45|0:03:14|0|0:06:11|0|0:13:27|0|0:22:45|0|
60|SaveVMK|18|0:22:51|0:01:40|0|0:05:21|0|0:10:15|0|0:22:51|0|
61|merickbao-3|18|0:22:52|0:03:01|0|0:06:58|0|0:13:10|0|0:22:52|0|
62|huangxw|18|0:23:22|0:23:22|0|0:23:12|0|0:23:05|0|0:22:58|0|
63|hughstudy-n|18|0:23:25|0:02:41|0|0:07:37|0|0:12:47|0|0:23:25|0|
64|404akhan|18|0:23:26|0:02:32|0|0:07:21|0|0:15:42|0|0:23:26|0|
65|priceless-visvesvarayaxhk|18|0:23:26|0:01:28|0|0:04:05|0|0:07:25|0|0:23:26|0|
66|Happymood|18|0:23:27|0:13:46|0|0:18:51|0|0:23:27|0|0:10:02|0|
67|mo-shuo-sha|18|0:23:34|0:02:48|0|0:14:31|0|0:10:25|0|0:23:34|0|
68|dengyun|18|0:23:37|0:02:08|0|0:08:16|0|0:14:20|0|0:23:37|0|
69|Felerius|18|0:23:48|0:01:25|0|0:04:48|0|0:08:31|1|0:18:48|0|
70|acfinity|18|0:23:49|0:03:16|1|0:05:07|0|0:08:35|0|0:18:49|0|
71|Minori|18|0:23:50|0:02:11|0|0:23:50|0|0:06:44|0|0:17:57|0|
72|ha-ha-ha-wo-hao-kuai-le-a|18|0:23:55|0:02:24|1|0:05:35|0|0:10:45|0|0:18:55|0|
73|nots0fast|18|0:23:58|0:02:34|0|0:04:18|0|0:06:58|0|0:18:58|1|
74|lost-temple-2|18|0:24:03|0:03:30|0|0:06:26|0|0:11:40|0|0:24:03|0|
75|thomas-li|18|0:24:11|0:01:22|0|0:17:32|0|0:19:11|1|0:12:02|0|
76|Tlatoani|18|0:24:15|0:03:39|1|0:06:04|0|0:09:30|1|0:14:15|0|
77|dpdpdp|18|0:24:15|0:02:07|0|0:05:35|0|0:09:10|0|0:19:15|1|
78|tonyli0000|18|0:24:18|0:01:17|0|0:02:56|0|0:12:20|0|0:24:18|0|
79|__declspec|18|0:24:24|0:01:26|0|0:04:13|0|0:07:31|1|0:19:24|0|
80|jonathanirvings|18|0:24:28|0:02:34|1|0:06:02|1|0:08:39|0|0:14:28|0|
81|ZeRoLJ42|18|0:24:32|0:02:14|1|0:04:43|0|0:07:44|0|0:19:32|0|
82|zx0210-9|18|0:24:46|0:03:09|0|0:07:59|0|0:12:09|0|0:24:46|0|
83|huanglanzhiguan|18|0:24:51|0:04:11|0|0:09:12|0|0:13:52|0|0:24:51|0|
84|xuhr|18|0:24:58|0:03:20|0|0:04:51|0|0:12:46|0|0:24:58|0|
85|vibrant-mayerhct|18|0:25:04|0:01:13|0|0:05:11|1|0:08:07|1|0:15:04|0|
86|please_AC|18|0:25:38|0:03:04|0|0:07:27|0|0:13:46|0|0:25:38|0|
87|radiancesheep|18|0:25:48|0:04:22|0|0:11:19|0|0:16:29|0|0:25:48|0|
88|yubowenok|18|0:25:52|0:01:51|0|0:04:43|0|0:09:59|1|0:20:52|0|
89|sleepybag|18|0:26:03|0:02:59|1|0:04:34|0|0:11:32|0|0:21:03|0|
90|retraci|18|0:26:19|0:02:32|1|0:05:20|0|0:09:44|0|0:21:19|0|
91|rui-bu-ke-dang-cr-main|18|0:26:26|0:01:47|0|0:04:33|0|0:16:36|0|0:26:26|0|
92|lddlinan|18|0:26:32|0:02:17|0|0:09:02|0|0:13:04|0|0:26:32|0|
93|cui-ren-lei-xia-shi-qing-hua|18|0:26:36|0:02:08|0|0:05:25|0|0:14:48|1|0:21:36|0|
94|cyzh|18|0:26:36|0:02:03|0|0:05:58|0|0:11:38|0|0:26:36|0|
95|stormsunshine|18|0:26:38|0:04:48|0|0:07:16|0|0:11:27|0|0:26:38|0|
96|milesian-c|18|0:26:50|0:01:49|1|0:05:14|0|0:09:07|1|0:16:50|0|
97|gooday-3|18|0:26:51|0:02:08|0|0:15:15|0|0:18:13|0|0:26:51|0|
98|LarryNY|18|0:26:55|0:02:01|0|0:05:44|1|0:10:30|0|0:21:55|0|
99|zhao-yang-24|18|0:26:57|0:21:57|0|0:19:52|0|0:08:33|0|0:17:21|1|
100|merlininice|18|0:27:13|0:02:43|1|0:06:21|0|0:10:28|0|0:22:13|0|
101|zhenfisher|18|0:27:14|0:03:49|0|0:09:10|0|0:14:45|0|0:27:14|0|
102|JiaLiLue|18|0:27:19|0:04:07|0|0:09:31|0|0:16:40|0|0:27:19|0|
103|terrysu64|18|0:27:20|0:03:00|0|0:07:25|0|0:13:27|0|0:27:20|0|
104|balakrishnan_v|18|0:27:20|0:05:57|1|0:07:40|0|0:22:20|0|0:18:43|0|
105|redamancy-11|18|0:27:21|0:03:17|0|0:07:39|0|0:11:14|0|0:22:21|1|
106|sobols|18|0:27:22|0:02:25|0|0:06:00|0|0:11:50|0|0:27:22|0|
107|jeemzz147|18|0:27:23|0:05:19|0|0:08:51|0|0:15:10|0|0:27:23|0|
108|kevinchen147|18|0:27:27|0:03:19|0|0:05:32|0|0:12:29|0|0:27:27|0|
109|233999|18|0:27:33|0:03:16|0|0:08:12|0|0:14:55|0|0:27:33|0|
110|baitianshuijiao|18|0:27:36|0:02:05|0|0:14:29|0|0:10:53|0|0:27:36|0|
111|zhouzzz|18|0:27:44|0:02:54|0|0:06:16|0|0:12:08|1|0:22:44|0|
112|w285714|18|0:27:45|0:01:57|0|0:05:05|0|0:08:06|0|0:27:45|0|
113|yrclamb|18|0:27:56|0:02:32|0|0:08:58|0|0:15:00|0|0:27:56|0|
114|EmZie|18|0:27:58|0:03:40|0|0:08:55|0|0:15:58|0|0:27:58|0|
115|xiaoxing-e|18|0:27:59|0:03:52|0|0:09:39|0|0:17:30|0|0:27:59|0|
116|rtmkz|18|0:28:01|0:02:16|0|0:05:12|1|0:09:01|1|0:18:01|0|
117|pauldb89|18|0:28:02|0:03:19|1|0:11:58|0|0:16:40|0|0:23:02|0|
118|Nervose|18|0:28:04|0:03:13|0|0:08:04|0|0:12:40|0|0:23:04|1|
119|Priyansh_34|18|0:28:08|0:02:00|0|0:06:42|0|0:13:12|0|0:28:08|0|
120|solene|18|0:28:12|0:03:38|1|0:07:41|0|0:12:24|0|0:23:12|0|
121|kybconnor|18|0:28:17|0:23:17|0|0:22:09|0|0:18:04|0|0:15:27|1|
122|zhouzixuan|18|0:28:25|0:23:25|1|0:02:38|0|0:06:46|0|0:20:56|0|
123|Ayanerru|18|0:28:27|0:03:33|0|0:07:59|0|0:13:55|0|0:28:27|0|
124|liuyubobobo|18|0:28:27|0:02:35|0|0:06:01|0|0:11:14|0|0:28:27|0|
125|Aman_j1|18|0:28:32|0:02:43|0|0:11:05|0|0:07:21|0|0:28:32|0|
126|NK-|18|0:28:40|0:01:54|0|0:05:17|1|0:10:03|1|0:18:40|0|
127|twitch_tv_qiqi_impact|18|0:28:44|0:03:25|0|0:13:31|0|0:17:59|0|0:28:44|0|
128|jujimeizuo|18|0:28:49|0:04:38|0|0:25:11|0|0:28:49|0|0:19:20|0|
129|shaletome|18|0:28:53|0:02:24|0|0:06:34|1|0:11:31|0|0:23:53|0|
130|clairesworld111|18|0:28:58|0:02:40|0|0:28:58|0|0:06:00|0|0:16:35|0|
131|natsugiri|18|0:29:00|0:02:17|0|0:06:06|0|0:09:41|0|0:19:00|2|
132|ttregister|18|0:29:21|0:03:04|0|0:04:56|0|0:10:39|1|0:24:21|0|
133|gittauros|18|0:29:30|0:03:17|0|0:08:51|0|0:16:54|0|0:29:30|0|
134|x____x|18|0:29:32|0:02:40|0|0:29:32|0|0:10:31|0|0:23:56|0|
135|mastoori1234|18|0:29:51|0:15:09|0|0:20:29|0|0:29:51|0|0:12:41|0|
136|skqliiiao|18|0:29:58|0:01:21|0|0:08:33|0|0:14:58|0|0:29:58|0|
137|han3000|18|0:30:00|0:01:42|0|0:04:46|0|0:10:47|0|0:30:00|0|
138|CCDV2|18|0:30:03|0:01:56|0|0:05:12|1|0:10:33|0|0:25:03|0|
139|cushion|18|0:30:22|0:03:25|0|0:10:24|1|0:16:05|0|0:25:22|0|
140|a-zi-cong-xiao-jiu-hen-ke-ai-w|18|0:30:23|0:02:18|0|0:05:12|0|0:15:59|0|0:30:23|0|
141|_-_-_-|18|0:30:28|0:02:18|0|0:05:55|0|0:11:33|0|0:30:28|0|
142|CoolManGame|18|0:30:32|0:02:23|0|0:06:05|0|0:17:19|0|0:30:32|0|
143|lzn|18|0:30:33|0:03:08|0|0:13:44|0|0:20:59|0|0:30:33|0|
144|Sayuyere|18|0:30:52|0:02:32|0|0:10:19|1|0:17:12|0|0:25:52|0|
145|mon0pole|18|0:30:55|0:02:17|0|0:04:34|0|0:08:12|0|0:25:55|1|
146|mjgrzymek|18|0:31:01|0:03:27|0|0:05:25|0|0:13:03|0|0:26:01|1|
147|cheng-liang-yu|18|0:31:11|0:02:45|0|0:05:04|0|0:13:13|0|0:31:11|0|
148|limbennett|18|0:31:16|0:03:04|0|0:04:41|0|0:23:15|0|0:31:16|0|
149|NO_COMPETITON|18|0:31:16|0:02:09|0|0:04:30|0|0:12:16|0|0:31:16|0|
150|fpeterfalvi|18|0:31:18|0:04:40|0|0:12:01|0|0:18:50|0|0:31:18|0|
151|CoolMaoKu|18|0:31:24|0:01:55|0|0:05:12|0|0:11:52|0|0:31:24|0|
152|somyamehta_24|18|0:31:30|0:03:38|0|0:15:44|0|0:11:05|0|0:31:30|0|
153|yangy-4|18|0:31:30|0:02:09|1|0:06:29|0|0:10:28|1|0:21:30|0|
154|mangoqwq|18|0:31:35|0:23:32|1|0:04:31|0|0:26:35|0|0:17:35|0|
155|paigulong|18|0:31:37|0:01:34|0|0:26:37|0|0:22:30|0|0:17:11|1|
156|xuxiaohu|18|0:31:47|0:02:26|0|0:10:26|0|0:17:46|0|0:31:47|0|
157|bojack1|18|0:31:52|0:02:53|0|0:06:41|0|0:10:54|0|0:26:52|1|
158|goalboy|18|0:32:00|0:02:46|0|0:06:00|0|0:14:36|0|0:32:00|0|
159|XORring-Samurai|18|0:32:09|0:27:09|1|0:23:34|0|0:21:27|0|0:15:26|0|
160|sigrid1019|18|0:32:09|0:02:18|0|0:05:58|0|0:14:48|0|0:32:09|0|
161|_nat-einstein|18|0:32:11|0:06:32|0|0:09:35|0|0:23:36|0|0:32:11|0|
162|jaadu_coder|18|0:32:13|0:02:47|0|0:06:18|0|0:13:13|1|0:27:13|0|
163|louisfghbvc|18|0:32:21|0:19:13|0|0:16:23|0|0:27:21|1|0:11:49|0|
164|vclip|18|0:32:26|0:05:47|0|0:04:06|0|0:08:58|2|0:22:26|0|
165|chuan-chih|18|0:32:33|0:03:48|0|0:10:55|0|0:20:55|0|0:32:33|0|
166|v7fgg|18|0:32:35|0:03:28|0|0:09:55|0|0:17:11|0|0:32:35|0|
167|singh_deopa|18|0:32:36|0:02:29|0|0:04:43|0|0:09:21|0|0:27:36|1|
168|grby|18|0:32:37|0:02:40|0|0:07:39|0|0:16:03|0|0:32:37|0|
169|liupengsay|18|0:32:47|0:02:02|0|0:03:50|0|0:17:22|0|0:32:47|0|
170|Arsenal-591|18|0:32:49|0:02:35|0|0:07:41|0|0:16:28|0|0:32:49|0|
171|gqqggqqg|18|0:32:51|0:01:40|0|0:11:32|0|0:17:24|1|0:27:51|0|
172|Numerator|18|0:32:54|0:02:00|0|0:07:22|1|0:10:50|0|0:27:54|0|
173|iilj|18|0:32:55|0:03:57|0|0:11:42|0|0:21:24|0|0:32:55|0|
174|milorisxu|18|0:32:57|0:06:58|0|0:12:54|0|0:21:31|0|0:32:57|0|
175|bitoy|18|0:32:59|0:01:55|0|0:07:30|0|0:12:52|0|0:32:59|0|
176|JeffreyLC|18|0:33:03|0:01:54|0|0:07:01|1|0:11:23|0|0:28:03|0|
177|vladislavbelov|18|0:33:09|0:02:40|0|0:11:50|0|0:17:45|0|0:33:09|0|
178|user9218i|18|0:33:11|0:02:01|0|0:04:52|0|0:10:30|0|0:33:11|0|
179|mafulong|18|0:33:11|0:04:43|0|0:12:28|0|0:22:05|0|0:33:11|0|
180|yi-xing-chao-ren|18|0:33:16|0:02:28|0|0:04:44|0|0:08:34|0|0:33:16|0|
181|scut_dell|18|0:33:18|0:02:45|0|0:06:50|0|0:33:18|0|0:26:56|0|
182|Yowaimo|18|0:33:24|0:02:15|0|0:04:06|0|0:16:47|1|0:28:24|0|
183|ZelKnow|18|0:33:28|0:33:28|0|0:32:14|0|0:32:04|0|0:31:57|0|
184|akokoz|18|0:33:42|0:03:59|0|0:11:43|1|0:18:44|0|0:28:42|0|
185|stave|18|0:33:49|0:02:46|0|0:06:24|0|0:10:15|1|0:28:49|0|
186|amjieker|18|0:33:51|0:03:11|1|0:06:29|0|0:13:14|0|0:28:51|0|
187|RayKau|18|0:33:52|0:19:24|0|0:33:52|0|0:13:13|0|0:14:19|0|
188|blzhu|18|0:33:52|0:02:55|0|0:15:40|0|0:21:11|0|0:33:52|0|
189|FreeYourMind|18|0:34:01|0:02:36|0|0:04:19|0|0:13:24|0|0:34:01|0|
190|stler4j|18|0:34:02|0:04:16|0|0:07:09|0|0:13:09|0|0:34:02|0|
191|liulx15|18|0:34:10|0:02:36|0|0:05:49|0|0:10:41|0|0:29:10|1|
192|catnipan|18|0:34:18|0:02:47|0|0:05:46|0|0:13:51|0|0:29:18|1|
193|rishabhv__333|18|0:34:38|0:02:39|0|0:06:22|0|0:09:53|0|0:34:38|0|
194|lympanda|18|0:34:41|0:02:01|0|0:05:06|1|0:20:03|0|0:29:41|0|
195|zenix-2|18|0:34:43|0:02:45|0|0:05:52|0|0:22:32|0|0:34:43|0|
196|nevergiveup|18|0:34:47|0:02:05|0|0:06:47|0|0:17:06|1|0:29:47|0|
197|axis-x2|18|0:34:49|0:03:18|0|0:09:21|0|0:15:24|0|0:34:49|0|
198|Maristie|18|0:34:51|0:04:40|0|0:11:57|0|0:18:14|0|0:34:51|0|
199|y119777|18|0:34:58|0:08:01|0|0:11:44|0|0:18:23|1|0:29:58|0|
200|naman5811|18|0:35:26|0:02:57|0|0:08:37|0|0:13:58|0|0:35:26|0|
201|fei_meng|18|0:35:28|0:03:51|0|0:11:23|0|0:18:15|0|0:35:28|0|
202|Hexadecimal|18|0:35:30|0:02:14|0|0:13:35|0|0:18:53|0|0:35:30|0|
203|zhzho|18|0:35:31|0:03:05|0|0:11:33|0|0:19:23|1|0:30:31|0|
204|IlGJNk1zYk|18|0:35:34|0:04:22|0|0:13:28|0|0:22:33|0|0:35:34|0|
205|zhouzl|18|0:35:39|0:04:37|0|0:16:28|0|0:21:35|0|0:35:39|0|
206|anil9717|18|0:35:44|0:02:30|0|0:07:39|0|0:15:19|1|0:30:44|0|
207|qianou|18|0:35:48|0:03:24|1|0:04:37|0|0:16:58|0|0:30:48|0|
208|zhang-xing-yan|18|0:35:54|0:04:08|0|0:14:36|0|0:18:46|0|0:35:54|0|
209|chasetomorrow|18|0:36:08|0:04:45|0|0:09:31|0|0:17:21|0|0:36:08|0|
210|iamnotwxf|18|0:36:10|0:12:16|0|0:09:48|0|0:36:10|0|0:23:24|0|
211|DCXiaoBing|18|0:36:12|0:02:36|0|0:08:28|0|0:16:41|0|0:36:12|0|
212|bitetheD4T|18|0:36:15|0:26:15|1|0:23:01|0|0:17:54|0|0:10:56|1|
213|nsk|18|0:36:15|0:03:49|0|0:06:48|0|0:14:03|0|0:31:15|1|
214|instigation|18|0:36:16|0:03:08|0|0:08:51|0|0:16:11|0|0:36:16|0|
215|mumuxinfei|18|0:36:22|0:04:09|0|0:13:21|0|0:24:57|0|0:36:22|0|
216|yqunc|18|0:36:23|0:04:00|0|0:08:31|0|0:18:22|0|0:36:23|0|
217|ztx97|18|0:36:27|0:03:30|0|0:08:29|1|0:15:42|0|0:31:27|0|
218|acvv_nan|18|0:36:30|0:02:14|1|0:06:52|1|0:11:26|0|0:26:30|0|
219|seven-ex|18|0:36:34|0:05:11|1|0:11:53|0|0:19:31|0|0:31:34|0|
220|Iori-Fuyusaka|18|0:36:43|0:36:43|0|0:07:27|0|0:13:07|0|0:16:11|0|
221|rgb234rgb|18|0:36:43|0:01:40|1|0:04:30|0|0:08:39|1|0:21:43|1|
222|cjy-e|18|0:36:46|0:03:05|1|0:09:10|1|0:15:44|0|0:26:46|0|
223|equn|18|0:36:47|0:07:19|0|0:18:08|0|0:27:00|0|0:36:47|0|
224|a-ba-a-ba-a-ba-i|18|0:36:49|0:03:21|0|0:07:10|0|0:14:33|0|0:31:49|1|
225|mark-5u|18|0:37:00|0:04:37|2|0:11:25|0|0:14:31|0|0:27:00|0|
226|kei921|18|0:37:17|0:34:37|0|0:37:17|0|0:34:24|0|0:34:14|0|
227|amitSha|18|0:37:25|0:03:22|0|0:11:31|0|0:20:08|1|0:32:25|0|
228|wssx349|18|0:37:29|0:27:29|1|0:06:22|1|0:12:56|0|0:23:53|0|
229|zoo30215|18|0:37:33|0:32:33|0|0:29:42|1|0:17:05|0|0:24:58|0|
230|tanakat01|18|0:37:38|0:05:36|0|0:12:51|0|0:22:51|0|0:37:38|0|
231|gong-teng-cao-mei|18|0:37:38|0:02:56|1|0:12:12|0|0:16:44|1|0:27:38|0|
232|thxxinran|18|0:37:43|0:32:43|0|0:29:22|1|0:24:08|0|0:19:49|0|
233|gefeng|18|0:37:43|0:04:32|0|0:09:08|0|0:16:03|0|0:37:43|0|
234|rign|18|0:37:44|0:03:22|0|0:08:03|0|0:14:19|1|0:32:44|0|
235|lovelydays95|18|0:37:46|0:02:18|0|0:09:00|2|0:13:05|0|0:27:46|0|
236|darkrai491|18|0:37:47|0:02:11|0|0:32:47|1|0:09:50|0|0:25:47|0|
237|src-hyc|18|0:37:49|0:37:49|0|0:06:11|0|0:18:52|0|0:32:48|0|
238|cherish-87|18|0:37:59|0:02:13|0|0:06:43|0|0:10:42|0|0:37:59|0|
239|ch365|18|0:37:59|0:04:53|1|0:10:54|0|0:19:46|0|0:32:59|0|
240|phungtienminh|18|0:38:03|0:06:29|1|0:12:04|1|0:15:34|0|0:28:03|0|
241|lu-chen-chen|18|0:38:05|0:05:59|1|0:09:17|0|0:17:40|0|0:33:05|0|
242|loodv002|18|0:38:13|0:02:49|0|0:10:40|0|0:17:51|0|0:38:13|0|
243|swift51385|18|0:38:19|0:04:28|0|0:22:38|1|0:17:45|0|0:33:19|0|
244|617076674|18|0:38:19|0:29:10|0|0:28:58|0|0:33:19|1|0:28:22|0|
245|eternal_noobie|18|0:38:25|0:03:17|0|0:09:45|0|0:16:44|0|0:38:25|0|
246|dettier|18|0:38:37|0:04:38|0|0:08:37|0|0:17:19|0|0:38:37|0|
247|sameeralamynwa|18|0:38:39|0:08:30|0|0:13:47|0|0:20:51|0|0:38:39|0|
248|Haksell|18|0:38:41|0:05:11|0|0:07:16|1|0:11:52|0|0:28:41|1|
249|zwling|18|0:38:48|0:03:51|0|0:10:24|0|0:14:58|0|0:38:48|0|
250|uchiiii|18|0:38:57|0:38:57|0|0:38:47|0|0:38:40|0|0:38:29|0|
251|wzmw-zr|18|0:39:08|0:04:53|0|0:13:04|0|0:19:14|0|0:39:08|0|
252|_morning-star|18|0:39:09|0:03:25|1|0:08:57|0|0:17:51|0|0:34:09|0|
253|liuld|18|0:39:12|0:05:30|0|0:11:59|0|0:19:44|0|0:39:12|0|
254|cocoadel|18|0:39:12|0:03:47|0|0:09:26|0|0:16:05|0|0:39:12|0|
255|goproject|18|0:39:16|0:04:16|0|0:07:31|0|0:14:28|0|0:39:16|0|
256|acvv_cxy|18|0:39:17|0:01:52|0|0:05:06|0|0:09:23|1|0:29:17|1|
257|zeet|18|0:39:33|0:03:31|1|0:05:34|0|0:13:53|1|0:29:33|0|
258|lavoisier|18|0:39:37|0:02:08|0|0:07:53|0|0:13:38|1|0:29:37|1|
259|zdkk|18|0:39:40|0:02:15|0|0:04:54|0|0:08:48|1|0:34:40|0|
260|chuck-fu|18|0:39:42|0:04:28|1|0:07:56|0|0:16:53|0|0:34:42|0|
261|lawliet-s|18|0:39:44|0:02:11|0|0:05:30|0|0:13:45|2|0:24:44|1|
262|lanly|18|0:39:47|0:03:34|0|0:03:44|0|0:14:34|1|0:34:47|0|
263|LoveWX|18|0:39:50|0:04:01|0|0:13:07|0|0:19:41|0|0:39:50|0|
264|Backl1ght|18|0:39:53|0:02:38|1|0:07:39|0|0:12:28|1|0:29:53|0|
265|arpmipg|18|0:39:55|0:03:03|0|0:08:57|0|0:21:43|0|0:39:55|0|
266|jeremyzhang96|18|0:39:59|0:02:34|0|0:10:37|0|0:22:49|0|0:39:59|0|
267|ddoudle|18|0:40:02|0:03:09|0|0:07:34|0|0:16:47|0|0:40:02|0|
268|Dup4|18|0:40:03|0:02:04|0|0:15:05|1|0:19:14|0|0:35:03|0|
269|ryu59|18|0:40:12|0:03:57|0|0:05:53|0|0:10:17|0|0:30:12|2|
270|Ootori|18|0:40:23|0:04:17|0|0:11:29|0|0:20:41|0|0:40:23|0|
271|omhari|18|0:40:29|0:02:33|0|0:06:42|0|0:17:32|0|0:35:29|1|
272|mbfibat|18|0:40:42|0:02:11|0|0:07:08|0|0:11:43|0|0:30:42|2|
273|pritamjitmanna|18|0:40:59|0:02:36|0|0:05:43|0|0:10:03|0|0:35:59|1|
274|asdju|18|0:41:03|0:06:31|0|0:15:05|0|0:24:34|0|0:41:03|0|
275|Vaibhavshekhawat|18|0:41:05|0:03:17|0|0:12:44|0|0:32:07|0|0:41:05|0|
276|ke-wo-si-hu-zuo-bu-dao-z|18|0:41:18|0:04:01|0|0:07:38|0|0:15:27|0|0:41:18|0|
277|backtraxe|18|0:41:27|0:05:08|0|0:14:11|1|0:21:40|0|0:36:27|0|
278|shivam_2018|18|0:41:33|0:04:12|0|0:10:58|1|0:21:14|0|0:36:33|0|
